Name,iL3,hL3,lL3
SRAE_1000311800,41.30,43.32,164.66
SRAE_1000311700,2.22,0.91,7.01
SRAE_2000319900,23.43,21.94,28.71
SRAE_2000319800,17.57,70.33,97.31
SRAE_1000311600,1.07,1.27,1.40
SRAE_1000311500,2.07,4.61,18.67
SRAE_1000311400,6.42,5.77,19.77
SRAE_1000311300,1.80,0.42,2.77
SRAE_2000319700,10.55,15.53,15.55
SRAE_2000319600,93.07,122.03,173.39
SRAE_1000311200,1.91,1.71,17.83
SRAE_1000311100,1.24,0.36,0.00
SRAE_2000319500,23.11,0.63,4.46
SRAE_1000311000,4.40,1.79,1.37
SRAE_1000310900,3.95,1.39,16.10
SRAE_1000310800,10.12,35.45,115.84
SRAE_2000319400,20.78,32.08,35.24
SRAE_1000310700,41.86,105.54,352.12
SRAE_2000319300,9.34,43.46,75.88
SRAE_1000310600,22.19,43.99,294.77
SRAE_2000319200,1.73,0.38,1.34
SRAE_1000310500,11.60,22.20,134.30
SRAE_2000319100,5.68,11.33,14.03
SRAE_1000310400,8.00,26.19,67.42
SRAE_2000319000,1.23,9.45,11.91
SRAE_2000318900,7.55,14.71,12.20
SRAE_2000318800,1.93,23.73,18.85
SRAE_2000318750,3.32,21.46,33.65
SRAE_2000318700,145.74,293.57,359.07
SRAE_2000318600,25.41,12.97,9.97
SRAE_1000310300,32.40,34.07,115.74
SRAE_1000310200,42.25,42.40,177.42
SRAE_1000310100,10.83,4.83,18.97
SRAE_2000318500,26.97,42.83,58.63
SRAE_2000318400,62.81,424.03,541.07
SRAE_2000318300,69.95,175.40,210.38
SRAE_1000310000,37.53,15.55,187.16
SRAE_2000318200,6.73,3.82,7.25
SRAE_2000318100,8.66,3.89,10.24
SRAE_1000309900,42.32,217.69,735.05
SRAE_2000318000,28.37,19.57,43.91
SRAE_1000309800,18.72,21.31,81.22
SRAE_1000309700,16.63,4.45,22.96
SRAE_2000317900,17.34,32.83,48.90
SRAE_2000317800,20.13,43.81,60.21
SRAE_1000309600,5.76,21.37,52.18
SRAE_1000309500,5.12,7.77,44.65
SRAE_1000309400,24.73,32.14,217.87
SRAE_2000317700,44.71,19.24,35.09
SRAE_1000309300,15.99,91.49,359.89
SRAE_2000317600,10.37,37.36,44.32
SRAE_1000309200,122.43,1450.61,4023.47
SRAE_2000317500,2.47,30.75,32.18
SRAE_2000317400,19.53,31.89,75.37
SRAE_2000317300,6.09,12.30,16.49
SRAE_1000309100,6.00,6.84,48.44
SRAE_2000317200,1.07,4.03,19.80
SRAE_2000317100,9.99,3.17,4.87
SRAE_1000309000,54.06,16.96,90.31
SRAE_2000317000,20.30,2.37,2.45
SRAE_2000316900,31.36,31.95,51.74
SRAE_2000316800,12.95,47.99,58.27
SRAE_1000308900,73.49,66.51,311.77
SRAE_2000316700,6.66,10.16,18.26
SRAE_2000316600,9.25,17.94,30.98
SRAE_2000316500,404.81,287.20,400.90
SRAE_2000316400,74.72,53.43,94.27
SRAE_1000308800,48.54,40.47,123.52
SRAE_1000308700,14.02,15.81,49.95
SRAE_1000308600,4.23,0.99,17.39
SRAE_2000316300,1385.66,97.74,110.21
SRAE_2000316200,63.87,67.07,127.51
SRAE_1000308500,50.01,59.59,211.38
SRAE_2000316100,8.11,4.70,17.07
SRAE_1000308400,19.60,11.05,82.30
SRAE_2000316000,29.73,22.52,34.08
SRAE_1000308300,140.55,62.41,363.38
SRAE_2000315900,11.57,20.93,22.20
SRAE_2000315800,53.29,35.78,29.65
SRAE_2000315700,40.92,109.51,214.57
SRAE_2000315600,11.80,8.96,14.15
SRAE_1000308200,11.61,16.54,65.97
SRAE_1000308100,4.06,1.07,3.55
SRAE_2000315500,123.14,380.23,535.13
SRAE_1000308000,9.27,3.01,37.33
SRAE_2000315400,2.74,0.09,2.85
SRAE_1000307900,25.60,31.48,196.73
SRAE_2000315300,6.45,1.57,1.47
SRAE_2000315200,9.16,0.96,1.93
SRAE_1000307800,30.27,64.24,350.36
SRAE_2000315100,1.01,0.66,0.00
SRAE_1000307700,21.23,9.45,51.55
SRAE_2000315000,4.03,1.90,0.80
SRAE_1000307600,48.47,87.20,293.93
SRAE_2000314900,0.44,0.70,0.00
SRAE_1000307500,7.28,36.05,129.17
SRAE_1000307400,11.44,53.67,149.74
SRAE_2000314800,110.26,134.66,123.69
SRAE_1000307300,12.83,26.42,91.14
SRAE_1000307200,12.91,0.00,30.30
SRAE_2000314700,45.06,91.52,167.38
SRAE_1000307100,15.72,29.91,104.25
SRAE_2000314600,23.61,90.19,142.18
SRAE_1000307000,13.79,22.36,73.85
SRAE_2000314500,27.30,35.56,79.37
SRAE_2000314400,2.89,1.30,2.94
SRAE_2000314300,305.24,712.20,1203.52
SRAE_1000306900,45.85,0.77,11.40
SRAE_1000306800,14.85,10.85,16.79
SRAE_2000314200,36.63,67.58,58.64
SRAE_1000306700,7.15,2.50,24.13
SRAE_2000314100,290.77,126.96,224.87
SRAE_2000314000,22.82,9.83,11.98
SRAE_1000306600,19.77,0.76,6.05
SRAE_2000313900,15.82,53.49,115.13
SRAE_1000306500,1.28,1.38,10.62
SRAE_1000306400,12.23,52.85,436.33
SRAE_2000313800,16.92,11.83,15.79
SRAE_1000306300,43.13,104.89,379.20
SRAE_1000306200,51.06,18.45,155.69
SRAE_2000313700,11.25,60.66,76.44
SRAE_1000306100,99.85,23.46,186.35
SRAE_2000313600,76.64,53.50,67.45
SRAE_1000306000,12.14,36.66,130.73
SRAE_1000305900,51.17,22.20,120.03
SRAE_1000305800,37.18,83.56,480.64
SRAE_2000313500,31.09,40.60,44.37
SRAE_1000305700,4.40,2.32,5.76
SRAE_2000313400,28.75,2.68,1.57
SRAE_1000305600,83.44,17.37,87.62
SRAE_2000313300,31.03,26.79,40.16
SRAE_1000305500,15.32,6.36,13.74
SRAE_1000305400,32.01,13.41,23.10
SRAE_2000313200,0.69,0.15,0.80
SRAE_1000305300,2.61,0.00,0.00
SRAE_2000313100,31.07,31.74,82.08
SRAE_2000313000,12.02,59.37,44.57
SRAE_1000305200,3.11,0.00,0.00
SRAE_2000312900,4.76,7.53,8.08
SRAE_1000305100,5.62,0.00,10.50
SRAE_2000312800,11.26,4.37,5.52
SRAE_1000305000,28.37,1.15,12.48
SRAE_2000312700,15.26,79.98,88.14
SRAE_2000312600,24.52,31.21,27.73
SRAE_1000304900,28.15,114.27,922.14
SRAE_2000312500,22.39,21.89,26.02
SRAE_1000304800,21.48,41.04,108.56
SRAE_1000304700,10.91,41.63,158.17
SRAE_1000304600,6.24,9.53,38.09
SRAE_2000312400,15.92,32.48,42.58
SRAE_1000304500,39.52,8.11,25.29
SRAE_2000312300,0.74,2.11,7.97
SRAE_2000312200,3.73,30.76,41.97
SRAE_1000304400,60.00,40.54,180.15
SRAE_2000312100,2.56,19.67,43.42
SRAE_2000312000,9.68,1.20,1.32
SRAE_1000304300,20.90,36.04,99.50
SRAE_2000311900,29.44,43.42,48.08
SRAE_1000304200,49.22,37.48,170.86
SRAE_2000311800,13.95,4.14,14.12
SRAE_1000304100,12.59,56.32,224.20
SRAE_1000304000,3.52,0.96,4.77
SRAE_2000311700,13.70,45.84,81.33
SRAE_1000303900,4.62,0.30,0.00
SRAE_2000311600,42.85,24.18,42.90
SRAE_2000311500,6.21,2.86,7.53
SRAE_1000303800,8.07,6.51,37.29
SRAE_1000303700,1.53,4.75,21.49
SRAE_2000311400,82.43,49.68,103.93
SRAE_1000303600,8.12,14.72,49.89
SRAE_2000311300,58.18,70.07,94.74
SRAE_1000303500,1.10,8.71,48.47
SRAE_1000303400,6.63,0.12,2.45
SRAE_2000311200,179.89,589.23,1091.02
SRAE_2000311100,27.85,135.89,297.63
SRAE_1000303300,13.91,17.39,47.09
SRAE_2000311000,0.61,0.81,0.00
SRAE_1000303200,2.60,0.59,6.82
SRAE_2000310900,0.96,0.56,1.48
SRAE_2000310800,2.87,0.29,0.00
SRAE_1000303100,21.14,2.27,19.31
SRAE_1000303000,31.33,106.24,661.31
SRAE_1000302900,31.51,147.15,943.31
SRAE_2000310700,73.69,46.27,45.05
SRAE_1000302800,11.13,12.30,57.14
SRAE_2000310600,9.81,32.80,32.20
SRAE_2000310500,20.87,74.10,74.00
SRAE_2000310400,2.77,8.72,32.77
SRAE_2000310300,5.79,42.07,48.36
SRAE_2000310200,4.65,272.57,712.74
SRAE_2000310100,11.74,31.61,63.91
SRAE_1000302700,37.67,33.65,183.57
SRAE_2000310000,7.36,10.20,23.11
SRAE_2000309900,5.43,4.85,14.96
SRAE_1000302600,16.92,59.62,184.04
SRAE_2000309800,8.25,9.92,12.73
SRAE_2000309700,5.68,13.87,25.00
SRAE_2000309600,1.38,0.61,4.26
SRAE_1000302500,80.38,66.46,268.56
SRAE_2000309500,1.20,0.00,0.00
SRAE_1000302400,25.54,3.60,39.93
SRAE_2000309400,19.16,50.54,73.95
SRAE_1000302300,11.03,35.50,144.39
SRAE_2000309300,48.17,110.20,106.84
SRAE_1000302200,8.89,13.95,75.99
SRAE_1000302100,4.88,8.91,34.41
SRAE_2000309200,41.17,52.14,70.49
SRAE_2000309100,23.75,18.12,62.24
SRAE_1000302000,6.61,11.52,69.76
SRAE_2000309000,46.94,59.12,111.46
SRAE_1000301900,95.02,487.49,1897.82
SRAE_2000308900,36.47,55.19,77.71
SRAE_2000308800,7.84,1.57,7.90
SRAE_2000308700,8.14,5.83,13.46
SRAE_2000308600,33.67,108.63,140.14
SRAE_1000301800,10.39,25.37,70.65
SRAE_2000308500,9.07,7.64,27.71
SRAE_2000308400,9.16,34.01,64.15
SRAE_2000308300,22.05,62.34,85.35
SRAE_1000301700,6.25,4.59,19.41
SRAE_2000308200,25.12,21.01,47.17
SRAE_2000308100,6.77,68.70,117.55
SRAE_2000308000,42.66,132.04,129.01
SRAE_1000301600,17.09,0.00,1.32
SRAE_1000301500,5.35,0.00,0.00
SRAE_1000301400,20.46,17.25,78.28
SRAE_1000301300,8.45,34.61,168.88
SRAE_1000301100,21.10,0.46,30.53
SRAE_1000301200,3.09,1.36,9.00
SRAE_2000307900,34.19,50.60,68.22
SRAE_1000301000,5.46,12.82,111.61
SRAE_1000300900,0.00,0.00,0.00
SRAE_2000307800,23.68,74.73,84.22
SRAE_2000307700,40.82,43.29,75.26
SRAE_1000300800,13.42,15.21,149.54
SRAE_2000307600,27.79,13.53,21.84
SRAE_1000300700,1.61,28.47,80.15
SRAE_2000307500,4.37,1.66,1.30
SRAE_2000307400,2.40,3.42,8.37
SRAE_1000300600,5.54,9.91,95.76
SRAE_1000300500,129.79,441.53,4394.81
SRAE_1000300400,19.55,40.89,210.73
SRAE_1000300300,1.54,0.68,0.00
SRAE_2000307300,72.30,26.77,32.08
SRAE_1000300200,3.65,6.82,26.17
SRAE_1000300100,3.88,0.41,0.00
SRAE_2000307200,48.98,133.05,240.42
SRAE_2000307100,2.34,12.65,19.74
SRAE_1000300000,7.82,4.39,25.90
SRAE_2000307000,42.87,60.49,79.13
SRAE_1000299900,214.80,242.73,1286.18
SRAE_2000306900,29.43,26.11,20.50
SRAE_1000299800,14.67,16.77,117.86
SRAE_2000306800,35.84,8.87,6.99
SRAE_1000299700,7.07,11.77,73.06
SRAE_1000299600,17.34,12.26,47.22
SRAE_2000306700,124.60,57.36,149.21
SRAE_2000306600,50.01,9.42,27.07
SRAE_2000306500,51.68,68.49,95.35
SRAE_1000299500,2.06,4.08,1.35
SRAE_1000299400,23.06,4.84,18.25
SRAE_2000306400,33.58,47.80,56.10
SRAE_1000299300,32.57,81.32,420.21
SRAE_2000306300,7.30,17.66,14.24
SRAE_1000299200,5.18,33.92,95.15
SRAE_1000299100,36.55,48.61,355.80
SRAE_1000299000,6.25,28.41,66.38
SRAE_2000306200,10.76,19.84,39.71
SRAE_1000298900,11.45,22.72,61.56
SRAE_1000298800,34.93,33.79,106.88
SRAE_1000298700,4.31,0.63,12.53
SRAE_2000306100,92.50,207.27,255.16
SRAE_1000298600,23.61,20.69,103.80
SRAE_2000306000,28.18,37.61,57.74
SRAE_2000305900,35.14,50.15,60.19
SRAE_1000298500,162.28,544.71,2188.88
SRAE_2000305800,4.35,5.44,4.88
SRAE_1000298400,19.49,77.84,217.08
SRAE_2000305700,4.34,23.41,56.47
SRAE_1000298300,9.89,44.86,186.40
SRAE_1000298200,23.48,0.88,2.93
SRAE_2000305600,1.03,2.73,3.69
SRAE_2000305500,1.24,13.30,11.22
SRAE_2000305400,4.88,9.40,13.12
SRAE_1000298100,9.50,2.40,3.41
SRAE_2000305300,26.10,53.36,38.69
SRAE_2000305200,13.82,2.63,8.61
SRAE_2000305100,42.60,0.95,11.08
SRAE_1000298000,16.28,1.92,11.61
SRAE_2000305000,15.35,2.13,3.32
SRAE_2000304900,27.10,9.18,25.40
SRAE_2000304800,25.06,39.37,91.35
SRAE_1000297900,11.44,37.72,141.55
SRAE_1000297800,0.65,0.61,9.72
SRAE_2000304700,1.06,2.11,3.08
SRAE_1000297700,8.58,7.40,14.40
SRAE_2000304600,0.78,0.00,0.00
SRAE_1000297600,28.38,92.37,289.38
SRAE_1000297500,31.33,20.66,101.03
SRAE_2000304500,4.96,2.80,27.20
SRAE_1000297400,3.59,2.45,5.22
SRAE_2000304400,7.03,2.98,6.23
SRAE_1000297300,3.21,12.30,35.64
SRAE_2000304300,23.27,35.56,34.69
SRAE_2000304200,1.91,1.71,2.83
SRAE_1000297200,1.53,0.11,2.23
SRAE_2000304100,0.58,2.06,0.00
SRAE_1000297100,0.43,0.00,4.02
SRAE_1000297000,3.64,10.53,35.78
SRAE_2000304000,5.00,20.66,23.01
SRAE_2000303900,21.35,49.84,90.27
SRAE_1000296900,1.96,34.55,158.03
SRAE_2000303800,4.85,4.92,14.97
SRAE_1000296800,0.51,1.85,5.01
SRAE_1000296700,0.80,0.00,0.00
SRAE_1000296600,0.91,0.00,0.00
SRAE_1000296500,9.00,37.46,129.59
SRAE_1000296400,1.09,1.22,2.14
SRAE_1000296300,2.98,13.69,39.00
SRAE_2000303700,29.18,15.04,15.12
SRAE_1000296200,35.16,3.04,17.25
SRAE_2000303600,26.95,30.03,17.83
SRAE_2000303500,2.20,6.35,9.64
SRAE_2000303400,16.70,9.86,20.54
SRAE_1000296100,1.68,0.00,0.00
SRAE_2000303300,4.22,1.11,1.95
SRAE_2000303200,18.57,73.86,102.81
SRAE_1000296000,16.20,19.14,39.02
SRAE_2000303100,19.91,22.49,31.36
SRAE_1000295900,32.76,33.34,139.08
SRAE_1000295800,32.07,40.39,244.24
SRAE_2000303000,21.65,113.48,173.30
SRAE_2000302900,37.33,136.60,159.73
SRAE_2000302800,218.71,651.52,1761.26
SRAE_1000295700,41.13,89.70,492.61
SRAE_2000302700,7.19,40.96,49.47
SRAE_2000302600,6.77,4.47,6.53
SRAE_2000302500,15.98,96.11,156.97
SRAE_2000302400,11.92,0.26,0.92
SRAE_1000295600,23.86,35.90,175.95
SRAE_1000295500,40.10,23.53,85.72
SRAE_1000295400,33.40,131.39,381.25
SRAE_2000302300,9.40,12.48,19.44
SRAE_1000295300,29.82,58.47,210.44
SRAE_2000302200,1020.24,282.79,491.53
SRAE_1000295200,15.59,27.59,104.73
SRAE_1000295100,13.94,57.56,373.04
SRAE_1000295000,5.24,1.81,9.80
SRAE_1000294900,17.47,1.24,0.00
SRAE_1000294800,10.31,101.33,230.17
SRAE_1000294700,27.21,12.89,64.01
SRAE_1000294600,45.06,152.06,920.75
SRAE_2000302100,5.82,2.50,2.96
SRAE_1000294500,0.90,3.02,11.76
SRAE_1000294400,34.24,145.23,638.25
SRAE_1000294300,37.33,73.85,266.37
SRAE_2000302000,6.17,1.13,0.00
SRAE_1000294200,35.81,51.07,137.76
SRAE_1000294100,66.21,274.85,1454.44
SRAE_1000294000,8.38,0.42,0.00
SRAE_2000301900,3.28,20.49,43.57
SRAE_1000293900,9.32,3.07,26.13
SRAE_1000293800,6.82,0.00,0.00
SRAE_1000293700,31.66,215.85,737.92
SRAE_2000301850,3.65,18.61,22.58
SRAE_1000293600,18.49,5.92,4.70
SRAE_1000293500,9.42,0.00,0.00
SRAE_2000301800,15.48,44.90,70.49
SRAE_1000293400,1.03,0.00,0.00
SRAE_2000301700,43.10,85.08,97.16
SRAE_1000293300,0.38,0.00,0.00
SRAE_2000301600,39.28,109.65,204.65
SRAE_1000293200,0.34,4.46,8.86
SRAE_1000293100,0.93,2.37,6.73
SRAE_2000301500,40.71,48.80,76.69
SRAE_1000293000,32.19,1.44,0.00
SRAE_2000301400,2.88,6.02,8.74
SRAE_2000301300,6.82,5.40,13.90
SRAE_1000292900,31.46,15.06,28.20
SRAE_2000301200,8.85,11.08,21.51
SRAE_2000301100,7.65,34.16,57.26
SRAE_1000292800,5.64,0.70,0.00
SRAE_2000301000,20.14,101.18,99.19
SRAE_2000300900,16.91,52.70,80.07
SRAE_1000292700,9.96,2.11,11.65
SRAE_2000300800,19.45,22.98,61.99
SRAE_2000300700,4.30,18.67,38.44
SRAE_1000292600,9.72,14.08,83.19
SRAE_2000300600,3.39,10.30,12.75
SRAE_1000292500,13.81,13.49,26.79
SRAE_1000292400,10.38,46.47,191.70
SRAE_2000300500,55.98,122.55,106.14
SRAE_2000300400,47.56,69.29,169.80
SRAE_2000300300,2258.92,550.20,489.78
SRAE_1000292300,69.84,114.76,564.32
SRAE_2000300200,45.41,49.28,66.27
SRAE_1000292200,10.59,2.79,17.34
SRAE_2000300100,15.26,57.25,78.35
SRAE_1000292100,12.40,6.93,23.97
SRAE_2000300000,10.23,24.56,31.28
SRAE_1000292000,52.98,10.17,41.41
SRAE_2000299900,51.01,85.75,107.33
SRAE_1000291900,28.48,28.46,119.71
SRAE_2000299800,29.32,72.80,68.02
SRAE_2000299700,69.24,92.28,135.94
SRAE_1000291800,21.15,133.14,935.43
SRAE_1000291700,7.32,0.00,22.56
SRAE_2000299600,9.56,14.52,21.64
SRAE_1000291600,3.11,0.00,27.13
SRAE_2000299500,83.53,87.42,135.63
SRAE_2000299400,21.14,80.76,106.35
SRAE_2000299300,54.10,55.66,89.62
SRAE_2000299200,12.93,45.89,64.81
SRAE_2000299100,17.67,14.03,7.51
SRAE_1000291500,46.45,58.88,249.48
SRAE_2000299000,22.34,98.26,129.08
SRAE_1000291400,0.69,5.34,9.08
SRAE_2000298900,22.17,12.31,30.13
SRAE_1000291300,1.08,5.16,23.55
SRAE_1000291200,3.82,0.55,0.00
SRAE_1000291100,17.50,143.30,497.06
SRAE_1000291000,13.31,15.73,61.76
SRAE_1000290900,50.63,68.84,264.44
SRAE_2000298800,29.83,88.71,107.94
SRAE_1000290800,11.19,22.73,66.07
SRAE_2000298700,115.86,746.10,851.08
SRAE_1000290700,20.72,11.68,58.00
SRAE_1000290600,33.77,57.37,144.05
SRAE_2000298600,15.60,27.52,21.45
SRAE_2000298500,28.04,56.73,84.59
SRAE_2000298400,31.46,9.49,28.46
SRAE_1000290500,141.75,476.15,1740.22
SRAE_1000290400,11.08,37.33,116.82
SRAE_2000298300,7.16,27.68,47.86
SRAE_2000298200,7.77,15.49,16.43
SRAE_1000290300,1285.34,440.76,1515.67
SRAE_2000298100,22.64,125.55,200.86
SRAE_2000298000,27.69,97.40,115.61
SRAE_2000297900,3.48,3.36,2.68
SRAE_1000290200,40.79,35.69,133.51
SRAE_1000290100,35.50,41.71,209.96
SRAE_1000290000,25.12,83.33,189.59
SRAE_2000297800,2.30,6.45,7.32
SRAE_2000297700,39.59,94.62,115.46
SRAE_2000297600,14.71,7.12,10.19
SRAE_1000289900,10.12,2.98,16.50
SRAE_2000297500,17.07,23.99,24.57
SRAE_1000289800,31.78,8.91,67.62
SRAE_2000297400,45.29,100.73,119.59
SRAE_2000297300,8.35,18.05,14.58
SRAE_1000289700,20.21,18.54,104.63
SRAE_1000289600,22.56,78.89,354.83
SRAE_1000289500,190.87,50.48,101.96
SRAE_2000297200,19.28,32.04,33.37
SRAE_1000289400,10.52,5.86,42.86
SRAE_1000289300,21.48,14.99,107.15
SRAE_2000297100,1.81,0.00,0.00
SRAE_1000289200,28.88,149.48,831.71
SRAE_2000297000,2.32,0.00,0.43
SRAE_1000289100,24.51,36.50,313.17
SRAE_2000296900,62.87,17.17,27.56
SRAE_1000289000,89.15,131.37,765.35
SRAE_2000296800,8.03,19.78,21.83
SRAE_1000288900,32.61,65.93,273.36
SRAE_1000288800,25.08,13.44,57.33
SRAE_2000296700,3.08,2.03,2.38
SRAE_1000288700,19.85,51.54,282.92
SRAE_2000296600,10.88,8.96,16.93
SRAE_1000288600,5.99,7.10,24.21
SRAE_2000296500,28.48,64.32,95.50
SRAE_2000296400,45.58,28.80,60.87
SRAE_2000296300,119.91,391.34,551.99
SRAE_1000288500,1.21,0.14,4.19
SRAE_2000296200,87.42,72.77,80.22
SRAE_2000296100,15.87,106.36,137.86
SRAE_2000296000,0.49,2.36,3.52
SRAE_2000295900,10.99,6.10,8.70
SRAE_2000295800,77.91,288.91,291.31
SRAE_2000295700,35.07,25.93,36.91
SRAE_2000295600,11.75,25.46,29.15
SRAE_2000295500,11.72,32.57,63.24
SRAE_2000295400,1.76,66.21,94.20
SRAE_2000295300,8.91,44.93,60.92
SRAE_2000295200,32.47,22.88,37.07
SRAE_2000295100,37.42,13.49,24.93
SRAE_2000295000,50.84,15.06,20.34
SRAE_2000294900,71.83,51.91,125.64
SRAE_2000294800,15.17,26.31,57.06
SRAE_2000294700,5.41,13.37,33.69
SRAE_1000288400,597.53,256.11,891.00
SRAE_2000294600,3.40,4.18,5.78
SRAE_1000288300,38.63,25.72,143.53
SRAE_2000294500,13.78,26.11,69.46
SRAE_2000294400,5.63,3.10,2.17
SRAE_1000288200a,9.35,9.59,24.94
SRAE_1000288200b,9.21,9.49,25.79
SRAE_2000294300,18.24,44.75,61.80
SRAE_2000294200,1.55,2.73,8.40
SRAE_2000294100,23.52,135.07,187.22
SRAE_2000294000,22.82,32.38,104.51
SRAE_2000293900,92.17,156.87,316.03
SRAE_1000288100,33.23,24.94,83.58
SRAE_1000288000,0.33,2.34,4.36
SRAE_2000293800,14.48,82.82,80.58
SRAE_2000293700,7.01,9.87,40.06
SRAE_1000287900,4.73,7.29,27.88
SRAE_2000293600,12.55,17.24,25.10
SRAE_1000287800,14.60,25.29,117.65
SRAE_1000287700,57.13,334.97,1541.54
SRAE_1000287600,17.47,36.51,127.56
SRAE_2000293500,30.89,10.72,17.53
SRAE_1000287500,10.15,7.68,41.38
SRAE_1000287400,1.37,33.32,161.80
SRAE_1000287300,6.45,13.07,83.86
SRAE_1000287200,45.50,20.22,109.50
SRAE_2000293400,3.65,2.96,4.73
SRAE_2000293300,56.68,169.45,257.99
SRAE_1000287100,1.63,2.35,11.02
SRAE_1000287000,83.09,45.15,267.87
SRAE_2000293200,200.86,125.13,159.16
SRAE_2000293100,1.55,0.97,0.00
SRAE_1000286900,23.03,1.91,2.58
SRAE_2000293000,1.41,60.24,33.49
SRAE_1000286800,47.69,45.23,226.27
SRAE_2000292900,4.90,2.19,1.74
SRAE_1000286700,5.55,1.47,5.04
SRAE_2000292800,15.16,16.99,42.11
SRAE_2000292700,54.24,12.55,19.83
SRAE_1000286600,22.05,74.82,261.80
SRAE_1000286500,64.90,263.65,758.98
SRAE_2000292600,33.77,38.41,81.92
SRAE_1000286400,18.35,41.71,118.44
SRAE_2000292500,116.93,17.85,31.70
SRAE_2000292400,34.47,15.15,29.15
SRAE_2000292300,19.94,11.07,15.96
SRAE_1000286300,23.72,27.26,61.75
SRAE_1000286200,74.57,14.89,46.84
SRAE_2000292200,35.03,141.95,144.39
SRAE_2000292100,148.55,110.88,88.26
SRAE_1000286100,47.56,48.14,260.17
SRAE_2000292000,34.97,22.26,42.56
SRAE_1000286000,57.21,103.73,546.15
SRAE_2000291900,8.04,22.97,25.94
SRAE_1000285900,33.91,82.49,359.72
SRAE_2000291800,6.59,9.15,12.53
SRAE_2000291700,14.89,49.41,100.92
SRAE_1000285800,6.30,11.22,36.95
SRAE_2000291600,1.30,7.64,13.69
SRAE_1000285700,28.32,75.47,361.05
SRAE_1000285600,42.38,51.71,234.39
SRAE_2000291500,11.50,46.10,36.01
SRAE_1000285500,29.85,14.59,31.66
SRAE_1000285400,6.15,4.64,86.95
SRAE_2000291400,42.79,162.75,104.26
SRAE_2000291300,5.51,10.93,8.63
SRAE_1000285300,34.68,117.01,418.91
SRAE_2000291200,1.15,3.66,5.33
SRAE_1000285200,14.51,97.82,352.98
SRAE_2000291100,191.13,621.93,1509.92
SRAE_2000291000,1.73,7.68,26.24
SRAE_1000285100,8.48,15.85,92.15
SRAE_2000290900,2.84,18.33,29.47
SRAE_2000290800,11.29,11.26,20.45
SRAE_1000285000,309.89,479.22,1861.62
SRAE_2000290720,0.66,9.20,18.89
SRAE_2000290710,4.13,11.54,25.05
SRAE_2000290700,0.69,6.50,5.02
SRAE_1000284900,20.50,17.75,84.12
SRAE_2000290600,2.26,14.05,38.42
SRAE_2000290510,0.98,11.23,29.01
SRAE_1000284800,130.31,120.79,471.90
SRAE_2000290500,3.15,134.13,4.56
SRAE_1000284700,26.39,73.63,270.38
SRAE_2000290400,7.56,79.07,113.15
SRAE_1000284600,24.65,12.17,52.33
SRAE_2000290300,3.14,4.27,22.72
SRAE_2000290200,1.06,2.44,2.45
SRAE_2000290110,1.74,4.59,8.96
SRAE_1000284500,22.48,23.14,81.65
SRAE_2000290100,4.01,14.07,38.08
SRAE_1000284400,8.73,15.35,52.54
SRAE_2000290010,1.33,10.37,8.64
SRAE_2000290000,1.28,6.73,8.18
SRAE_1000284300,98.87,40.92,194.16
SRAE_1000284200,65.20,23.32,222.47
SRAE_2000289900,3.93,0.91,0.00
SRAE_1000284100,42.86,126.24,527.26
SRAE_1000284000,45.95,34.76,238.36
SRAE_2000289800,0.69,18.20,56.67
SRAE_2000289700,2.66,4.80,7.29
SRAE_2000289600,1.57,2.20,4.09
SRAE_1000283900,25.76,5.97,27.86
SRAE_2000289500,45.42,1463.50,2906.90
SRAE_2000289400,0.00,9.24,16.75
SRAE_1000283800,86.19,104.27,494.34
SRAE_2000289300,68.78,29.91,50.23
SRAE_2000289200,75.83,286.43,374.49
SRAE_1000283700,122.96,270.33,698.02
SRAE_1000283600,24.52,42.29,197.05
SRAE_2000289100,88.85,7937.22,15916.10
SRAE_1000283500,11.57,43.29,175.08
SRAE_2000289000,7.43,10.80,9.63
SRAE_2000288900,11.18,23.98,34.77
SRAE_2000288800,51.47,114.75,185.42
SRAE_1000283400,54.64,101.37,541.94
SRAE_1000283300,31.44,11.52,48.83
SRAE_2000288700,66.87,17.75,11.23
SRAE_1000283200,9.99,10.64,45.27
SRAE_1000283100,8.05,12.38,58.48
SRAE_2000288600,12.27,4.58,8.74
SRAE_2000288500,4.94,9.30,4.90
SRAE_1000283000,11.94,13.13,33.30
SRAE_2000288400,5.31,1.60,0.51
SRAE_1000282900,35.77,58.71,211.29
SRAE_1000282800,33.54,9.95,75.64
SRAE_2000288300,1.81,15.42,17.33
SRAE_2000288200,20.10,76.95,75.33
SRAE_1000282700,58.57,12.41,42.90
SRAE_1000282600,15.73,1.48,11.03
SRAE_2000288100,24.08,36.90,37.02
SRAE_1000282500,146.54,64.42,236.58
SRAE_2000288000,20.05,0.15,0.54
SRAE_2000287900,10.31,0.11,0.00
SRAE_2000287800,28.57,57.67,96.19
SRAE_1000282400,65.70,18.08,185.03
SRAE_2000287700,19.55,29.38,30.93
SRAE_1000282300,8.06,1.99,10.44
SRAE_1000282200,27.44,95.46,414.18
SRAE_2000287600,47.21,313.76,460.27
SRAE_1000282100,32.03,84.88,442.44
SRAE_2000287500,31.84,13.75,21.38
SRAE_1000282050,96.74,33.98,234.80
SRAE_2000287400,25.45,15.05,23.66
SRAE_1000282000,22.65,15.87,20.82
