Name,iL3,hL3,lL3
SRAE_2000026000,16.68,6.58,12.63
SRAE_X000120100,7.36,11.60,24.10
SRAE_1000029800,1.96,1.19,6.89
SRAE_1000029700,0.45,0.45,0.00
SRAE_2000025900,208.04,251.31,307.64
SRAE_1000029600,0.91,0.00,0.00
SRAE_X000019200,2.02,0.70,0.98
SRAE_X000120000,11.54,2.23,3.10
SRAE_1000029500,3.98,4.15,26.03
SRAE_1000029400,32.81,18.38,173.19
SRAE_X000019100,12.24,9.69,31.85
SRAE_2000025800,15.33,27.17,38.16
SRAE_2000025700,43.04,210.39,324.90
SRAE_1000029300,1.15,0.25,2.51
SRAE_X000019000,3.77,14.72,23.28
SRAE_X000119900,33.98,13.86,12.01
SRAE_X000018900,22.27,19.46,61.87
SRAE_2000025600,12.46,23.10,31.01
SRAE_1000029200,11.76,39.59,98.14
SRAE_2000025500,11.14,14.94,14.38
SRAE_1000029100,4.34,1.11,11.01
SRAE_X000018800,11.63,12.14,18.99
SRAE_2000025400,9.22,45.97,53.12
SRAE_X000018700,4.50,27.67,47.20
SRAE_2000025300,14.92,45.90,39.83
SRAE_1000029000,3.62,17.04,54.22
SRAE_X000119800,54.56,30.90,20.81
SRAE_2000025200,15.16,13.09,27.03
SRAE_X000018600,1.66,0.10,0.00
SRAE_1000028900,100.77,68.83,444.32
SRAE_1000028800,8.15,0.91,0.00
SRAE_1000028700,12.33,3.70,55.04
SRAE_2000025100,28.97,8.00,13.83
SRAE_1000028600,151.35,227.36,1173.92
SRAE_1000028500,283.66,700.21,2689.46
SRAE_X000018500,2.64,0.13,1.36
SRAE_1000028400,4.43,26.24,97.82
SRAE_2000025000,30.82,49.72,35.09
SRAE_1000028300,3.35,1.28,20.78
SRAE_X000018400,1.57,16.08,25.51
SRAE_X000119700,59.53,43.13,89.91
SRAE_2000024900,12.79,48.83,50.42
SRAE_X000199300,102.62,34.68,12.86
SRAE_X000199200,769.04,128.46,91.69
SRAE_1000028200,4.98,1.49,6.92
SRAE_X000018300,46.77,13.28,19.55
SRAE_X000119600,3.62,0.00,0.43
SRAE_X000119500,8.97,2.12,2.13
SRAE_2000024800,13.56,30.83,29.56
SRAE_1000028100,25.21,4.87,46.95
SRAE_X000119400,43.17,10.67,22.91
SRAE_X000199150,78847.22,25.01,53.15
SRAE_X000018200,12.01,10.43,13.99
SRAE_X000018100,9.90,3.51,1.37
SRAE_X000119300,15.00,126.17,155.77
SRAE_1000028000,37.93,146.75,757.89
SRAE_X000018000,25.18,37.36,72.19
SRAE_1000027900,18.14,70.99,393.26
SRAE_X000119200,12.20,6.15,5.86
SRAE_X000017900,49.32,51.91,93.36
SRAE_2000024700,35.74,43.51,58.42
SRAE_X000199100,2.60,1.39,1.85
SRAE_1000027800,13.94,8.26,51.90
SRAE_X000017800,10.26,3.63,0.58
SRAE_X000199000,5.78,0.95,4.46
SRAE_1000027700,5.92,98.03,400.26
SRAE_X000119100,19.15,3.21,6.00
SRAE_1000027600,113.46,84.01,517.48
SRAE_1000027500,376.20,228.97,1006.38
SRAE_2000024600,7.57,2.40,4.22
SRAE_X000198900,63.94,208.42,202.06
SRAE_X000119000,12.24,0.00,0.00
SRAE_1000027400,43.68,126.55,581.76
SRAE_1000027300,14.49,39.45,182.68
SRAE_0000028400,157.32,103.13,137.56
SRAE_X000017700,2.17,0.00,0.00
SRAE_X000198800,45.50,12.98,27.07
SRAE_1000027200,4.60,26.16,100.63
SRAE_X000118900,31.91,4.46,5.22
SRAE_1000027100,1.43,1.57,12.46
SRAE_0000028300,3.02,4.54,9.97
SRAE_X000017600,17.07,15.70,26.62
SRAE_X000017500,46.56,14.14,22.22
SRAE_1000027000,126.86,252.11,938.16
SRAE_0000028200,6.61,0.00,0.00
SRAE_2000024500,182.93,76.75,159.31
SRAE_0000028100,25.46,1.56,2.44
SRAE_1000026900,50.13,41.54,131.12
SRAE_X000118800,58.47,112.09,184.15
SRAE_0000028000,0.21,0.00,0.00
SRAE_1000026800,32.25,34.70,148.59
SRAE_X000017400,62.86,23.85,47.14
SRAE_X000198700,22.61,13.71,29.31
SRAE_0000027900,0.11,0.00,0.00
SRAE_1000026700,3.70,23.55,79.65
SRAE_0000027800,3.16,4.17,5.93
SRAE_1000026600,79.50,97.05,387.52
SRAE_X000198600,124.96,90.59,123.27
SRAE_X000017300,71.81,221.84,288.95
SRAE_0000027700,8.07,48.14,48.04
SRAE_1000026500,6.03,10.38,56.09
SRAE_2000024400,6.77,8.19,33.32
SRAE_0000027600,10.69,18.72,22.19
SRAE_2000024300,82.37,261.44,466.37
SRAE_1000026400,214.38,802.27,2963.21
SRAE_2000024200,45.92,152.03,200.67
SRAE_0000027500,5.81,0.00,0.59
SRAE_X000017200,30.82,349.16,503.20
SRAE_2000024100,4.96,5.56,8.45
SRAE_X000118700,10.33,6.39,7.08
SRAE_2000024000,152.44,82.43,212.40
SRAE_1000026300,46.12,30.74,109.78
SRAE_0000027400,4.99,15.61,27.41
SRAE_X000118600,26.49,23.72,29.29
SRAE_X000017100,37.91,23.48,51.20
SRAE_0000027300,6.91,1.23,5.19
SRAE_2000023900,11.58,14.83,29.07
SRAE_1000026200,26.42,0.81,3.00
SRAE_X000198500,19.03,14.97,25.58
SRAE_0000027200,29.46,19.86,35.18
SRAE_2000023800,13.89,4.00,25.73
SRAE_X000017000,30.13,12.96,18.65
SRAE_X000016900,59.87,17.01,40.14
SRAE_2000023766,0.69,0.52,0.00
SRAE_X000016800,34.48,13.03,20.89
SRAE_1000026100,55.09,31.73,150.13
SRAE_0000027100,35.28,4.56,5.47
SRAE_2000023733,7.11,29.00,38.85
SRAE_0000027000,5.15,2.87,4.13
SRAE_1000026000,62.19,34.43,162.84
SRAE_0000026900,42.02,28.64,49.56
SRAE_X000118500,39.40,26.98,42.76
SRAE_2000023700,45.52,38.64,68.40
SRAE_X000016700,6.99,24.61,52.69
SRAE_0000026800,9.30,15.76,24.48
SRAE_2000023600,46.33,48.82,114.30
SRAE_0000026700,31.48,48.00,88.37
SRAE_1000025900,23.60,2.95,9.78
SRAE_X000118400,11.07,5.84,6.56
SRAE_2000023500,134.90,138.46,177.00
SRAE_0000026650,15.56,1.90,3.11
SRAE_X000016600,0.97,27.11,36.54
SRAE_X000198400,26.18,7.26,11.93
SRAE_2000023400,9.75,17.22,41.73
SRAE_0000026600,41.17,8.65,15.89
SRAE_X000198300,15.69,1.84,3.77
SRAE_X000118300,37.40,7.92,17.27
SRAE_2000023300,24.90,20.51,29.78
SRAE_1000025800,85.94,54.44,215.64
SRAE_0000026500,7.23,5.41,5.00
SRAE_X000198200,11.86,7.04,16.48
SRAE_2000023200,106.31,411.14,649.68
SRAE_X000198100,30.81,36.41,92.46
SRAE_X000016500,0.14,0.28,0.64
SRAE_0000026400,1.20,1.36,2.39
SRAE_X000016400,0.00,2.29,1.79
SRAE_1000025700,72.96,51.82,178.58
SRAE_0000026300,5.95,18.41,10.68
SRAE_2000023100,7.12,8.88,18.12
SRAE_X000118200,29.66,1.36,0.96
SRAE_2000023000,6.86,3.42,15.59
SRAE_0000026200,2.42,14.32,10.78
SRAE_X000118100,10.99,5.96,13.01
SRAE_2000022900,15.14,10.65,24.22
SRAE_0000026100,0.57,4.50,2.63
SRAE_X000198000,706.57,394.17,644.69
SRAE_X000016300,58.34,26.18,60.04
SRAE_0000026000,0.74,3.34,2.76
SRAE_X000197900,6.79,2.80,10.32
SRAE_2000022800,11.30,8.06,16.12
SRAE_X000016200,20.51,16.07,33.75
SRAE_0000025900,4.04,41.78,51.02
SRAE_X000197810,88.90,5.61,11.82
SRAE_2000022700,12.68,4.65,7.15
SRAE_1000025600,32.53,211.54,804.88
SRAE_X000197700,12.34,12.69,18.03
SRAE_2000022600,255.06,0.42,3.93
SRAE_0000025800,5.22,17.31,30.89
SRAE_X000016100,10.87,28.87,55.98
SRAE_X000118000,5.00,9.41,9.73
SRAE_0000025700,0.00,9.89,13.02
SRAE_X000197650,9.32,4.04,7.65
SRAE_X000016000,44.41,8.78,27.91
SRAE_X000117900,185.38,247.46,308.16
SRAE_0000025650,0.81,2.13,1.25
SRAE_1000025500,10.51,20.56,116.47
SRAE_X000117800,9.63,8.80,15.71
SRAE_1000025400,4.94,5.89,42.25
SRAE_2000022500,1.78,1.97,2.88
SRAE_1000025300,33.96,28.09,121.51
SRAE_2000022400,8.56,34.09,51.68
SRAE_0000025600,1.33,17.87,13.53
SRAE_X000015900,30.62,30.51,49.64
SRAE_1000025200,10.47,16.62,69.13
SRAE_X000015800,26.26,24.58,47.37
SRAE_1000025100,39.38,143.99,842.66
SRAE_2000022300,3.40,19.12,12.83
SRAE_X000117700,30.33,15.55,31.21
SRAE_X000015700,11.62,33.44,41.81
SRAE_1000025000,14.74,69.04,255.94
SRAE_X000197600,82.06,42.99,60.21
SRAE_X000117600,3.80,11.37,4.74
SRAE_1000024900,114.93,118.25,866.51
SRAE_2000022200,15.93,1.54,7.44
SRAE_0000025500,19.02,16.01,13.17
SRAE_X000117500,3.29,43.36,94.74
SRAE_X000015600,7.98,4.55,3.76
SRAE_X000117400,10.46,40.16,83.93
SRAE_X000015500,13.04,42.16,88.82
SRAE_X000117300,16.98,66.10,124.12
SRAE_X000197500,67.07,94.35,89.15
SRAE_1000024800,5.06,14.96,43.12
SRAE_X000015400,91.13,56.54,105.69
SRAE_X000117200,2.97,9.38,41.19
SRAE_X000015300,311.51,111.33,133.15
SRAE_X000117100,38.73,49.84,41.95
SRAE_0000025400,7.86,8.31,10.20
SRAE_1000024700,2.76,15.34,66.83
SRAE_2000022100,124.18,167.48,292.97
SRAE_X000015200,6.15,19.43,35.78
SRAE_2000022000,30.50,61.77,95.34
SRAE_1000024600,39.87,123.21,676.01
SRAE_X000197400,48.09,39.60,56.26
SRAE_0000025300,0.00,0.00,0.00
SRAE_X000117000,12.74,35.56,48.31
SRAE_2000021900,10.12,18.44,47.37
SRAE_X000015100,7.72,10.54,18.20
SRAE_1000024500,39.23,142.46,696.72
SRAE_X000116900,39.82,191.28,299.46
SRAE_2000021800,2.56,2.81,5.26
SRAE_2000021700,20.24,6.40,14.58
SRAE_X000197300,33.24,29.28,25.22
SRAE_X000015000,9.15,19.79,31.93
SRAE_2000021600,20.33,7.00,3.60
SRAE_1000024400,147.82,562.34,4162.94
SRAE_1000024300,6.41,69.57,398.05
SRAE_2000021500,53.17,49.69,109.20
SRAE_X000014900,3.24,1.35,1.83
SRAE_2000021400,14.64,44.75,65.84
SRAE_X000116800,17.78,13.46,21.67
SRAE_1000024200,1.39,17.76,55.91
SRAE_1000024100,4.83,0.34,0.00
SRAE_2000021300,6.31,10.88,12.09
SRAE_X000116700,11.28,4.03,11.51
SRAE_2000021200,43.84,176.07,264.42
SRAE_X000116600,4.45,1.68,4.12
SRAE_0000025200,1.00,0.54,0.90
SRAE_2000021100,89.58,100.42,194.61
SRAE_1000024000,27.70,74.21,246.83
SRAE_X000014800,1.40,12.10,15.94
SRAE_X000197200,10.57,13.24,18.05
SRAE_0000025100,24.69,10.55,24.35
SRAE_0000025000,39.10,115.40,98.03
SRAE_0000024900,119.23,187.87,221.07
SRAE_0000024800,18.80,148.40,131.46
SRAE_2000021000,27.90,33.33,57.92
SRAE_X000116500,20.38,5.96,17.34
SRAE_X000014700,3.36,2.35,4.58
SRAE_2000020900,43.23,86.74,140.24
SRAE_X000218500,0.88,0.00,0.00
SRAE_0000024700,3.81,0.22,0.00
SRAE_X000197100,38.75,16.55,61.49
SRAE_X000218400,1.74,0.25,0.00
SRAE_1000023900,47.14,84.62,196.79
SRAE_X000197000,26.02,13.66,25.73
SRAE_0000024600,10.63,31.69,38.44
SRAE_X000116400,10.38,2.58,6.22
SRAE_0000024500,2.15,12.31,14.96
SRAE_1000023800,21.11,9.09,11.28
SRAE_X000196900,45.22,46.91,66.21
SRAE_0000024400,1.64,17.17,23.10
SRAE_X000218300,47.36,41.23,53.23
SRAE_2000020800,2.09,5.87,3.05
SRAE_X000196800,19.72,5.79,5.17
SRAE_X000218200,31.74,3.95,26.81
SRAE_0000024300,1.18,0.00,0.00
SRAE_X000014600,3.34,3.23,5.97
SRAE_X000218100,1293.98,13.37,41.19
SRAE_X000014500,16.37,0.00,0.00
SRAE_X000196700,50.14,15.92,23.65
SRAE_1000023700,10.66,70.27,111.77
SRAE_X000116300,3.41,3.81,4.01
SRAE_0000024200,0.45,0.20,0.00
SRAE_1000023600,39.10,293.41,1080.17
SRAE_X000218000,20.59,11.92,29.06
SRAE_X000014400,6.89,4.54,11.97
SRAE_2000020700,76.14,157.32,211.64
SRAE_X000116200,41.67,18.98,33.32
SRAE_X000196600,9.17,2.80,2.56
SRAE_2000020600,64.10,7.92,36.44
SRAE_X000217900,43.25,0.21,5.04
SRAE_X000116100,5.10,18.82,40.80
SRAE_2000020500,19.44,46.43,57.60
SRAE_X000217800,45.44,108.22,185.30
SRAE_X000116000,2609.82,923.77,1124.96
SRAE_1000023500,13.93,1.62,16.50
SRAE_1000023400,11.86,9.58,31.06
SRAE_2000020400,8.65,72.34,77.31
SRAE_X000115900,65.45,152.58,233.81
SRAE_0000024100,4.29,12.84,13.82
SRAE_X000217700,59.16,87.05,152.84
SRAE_X000014300,3.19,386.85,1056.96
SRAE_1000023300,6.33,18.54,87.45
SRAE_2000020300,14.66,27.07,76.74
SRAE_X000115800,256.22,457.45,844.09
SRAE_0000024000,8.00,34.34,55.99
SRAE_X000217600,38.58,9.30,9.80
SRAE_0000023900,21.02,38.92,53.84
SRAE_X000217500,43.57,1.16,5.72
SRAE_X000115700,6242.49,496.82,696.54
SRAE_2000020200,3.53,14.52,14.48
SRAE_1000023200,2.03,2.13,9.69
SRAE_0000023800,21.43,64.98,95.31
SRAE_X000115600,43.41,15.17,16.48
SRAE_X000217400,30.50,65.42,150.16
SRAE_1000023100,402.44,0.54,4.03
SRAE_X000196500,53.95,37.45,50.91
SRAE_X000014200,1.06,69.38,190.72
SRAE_1000023000,2.61,0.92,22.80
SRAE_2000020100,2.74,4.85,0.00
SRAE_0000023700,20.36,45.43,62.74
SRAE_2000020000,11.77,28.07,35.40
SRAE_1000022900,101.93,65.47,240.84
SRAE_X000217300,13.61,95.98,107.70
SRAE_0000023600,46.42,187.95,379.62
SRAE_X000196400,17.49,6.12,7.39
SRAE_0000023500,11.61,6.77,6.53
SRAE_X000217200,12.21,14.91,30.36
SRAE_1000022800,43.61,16.33,35.25
SRAE_2000019900,16.95,11.58,23.96
SRAE_0000023400,22.24,16.37,31.87
SRAE_0000023300,5.68,7.36,13.82
SRAE_2000019800,159.41,403.56,937.57
SRAE_X000014100,19.16,10.28,48.12
SRAE_X000196300,7.81,0.13,0.00
SRAE_2000019700,9.99,6.78,8.37
SRAE_X000115500,13.13,22.12,30.13
SRAE_X000217100,11.51,23.75,14.83
SRAE_2000019600,10.10,0.17,0.00
SRAE_X000217000,5.35,0.00,4.00
SRAE_1000022700,92.07,54.94,156.53
SRAE_X000115400,6.48,4.21,13.15
SRAE_X000216900,44.88,106.52,182.20
SRAE_0000023200,4.53,33.92,25.84
SRAE_X000115300,11.16,2.35,6.74
SRAE_2000019500,5.17,29.28,32.34
SRAE_X000196200,9.99,1.09,0.54
SRAE_X000014000,2.59,548.02,987.89
SRAE_1000022600,3.97,7.93,53.43
SRAE_2000019400,10.33,40.00,78.70
SRAE_X000216800,36.68,100.26,118.26
SRAE_X000115200,250.07,88.20,250.62
SRAE_X000196100,2.73,0.00,0.00
SRAE_X000216700,18.13,33.64,28.98
SRAE_0000023100,14.58,33.12,55.30
SRAE_X000013950,3.31,5.02,2.30
SRAE_X000216600,14.59,4.34,6.40
SRAE_2000019300,1.89,3.51,3.87
SRAE_X000196000,12.84,0.29,0.00
SRAE_2000019200,18.72,68.30,108.38
SRAE_X000216500,15.58,23.00,36.61
SRAE_X000115100,3.42,26.55,84.08
SRAE_1000022500,1.33,52.16,204.76
SRAE_X000195900,3.29,0.00,2.18
SRAE_X000216400,1.25,9.90,8.27
SRAE_X000013900,8.31,43.89,48.20
SRAE_2000019100,14.17,17.40,18.67
SRAE_X000115000,106.36,88.72,138.28
SRAE_X000013800,5.52,33.95,38.32
SRAE_0000023000,47.25,10.72,30.49
SRAE_2000019000,21.13,36.93,53.59
SRAE_0000022900,7.18,7.41,49.18
SRAE_X000216300,18.18,43.26,73.21
SRAE_X000195800,9.13,0.00,0.00
SRAE_X000114900,16.51,20.50,43.30
SRAE_2000018900,6.13,0.79,5.20
SRAE_0000022800,287.40,492.59,624.05
SRAE_X000013700,2.48,6.32,8.42
SRAE_2000018800,11.24,2.66,0.00
SRAE_1000022400,1.56,1.07,11.57
SRAE_X000216200,12.02,9.56,16.57
SRAE_X000195700,5.76,0.00,0.00
SRAE_2000018700,2.53,0.89,5.85
SRAE_1000022300,21.91,266.72,766.86
SRAE_X000013600,8.48,2.78,4.28
SRAE_X000114800,40.23,106.56,326.43
SRAE_X000216100,2.46,17.92,18.08
SRAE_X000013500,9.95,0.41,3.43
SRAE_2000018600,146.74,89.73,116.78
SRAE_X000013400,0.93,0.25,0.00
SRAE_0000022700,72.80,43.49,54.55
SRAE_X000114700,28.67,15.77,9.34
SRAE_0000022600,11.53,9.32,14.21
SRAE_X000195600,15.42,52.55,81.29
SRAE_X000013300,37.14,115.67,250.71
SRAE_2000018500,30.19,22.92,27.73
SRAE_0000022500,23.38,113.95,181.03
SRAE_X000216000,2.74,5.13,13.15
SRAE_X000195400,8.97,14.14,18.24
SRAE_2000018400,24.68,63.22,97.54
SRAE_1000022200,28.64,42.50,192.71
SRAE_0000022400,28.49,14.72,10.49
SRAE_1000022100,35.40,19.91,57.40
SRAE_X000013200,11.01,7.97,8.12
SRAE_2000018300,25.61,42.48,40.77
SRAE_0000022300,405.42,51.71,66.18
SRAE_X000215900,18.84,23.14,44.67
SRAE_X000013100,12.07,13.65,21.30
SRAE_2000018200,30.78,48.19,57.65
SRAE_X000195300,9.91,36.16,89.54
SRAE_X000215800,32.75,31.69,50.68
SRAE_0000022200,33.05,10.38,19.08
SRAE_X000013000,20.61,38.46,81.03
SRAE_2000018100,47.63,43.82,41.34
SRAE_1000022000,222.83,127.37,432.36
SRAE_X000215700,6.69,20.75,69.24
SRAE_2000018050,94.24,676.16,1464.24
SRAE_1000021900,4.51,2.97,29.53
SRAE_0000022100,173.23,270.53,471.20
SRAE_X000012900,38.86,53.44,92.25
SRAE_2000018000,7.05,34.68,49.44
SRAE_0000022000,1.20,79.99,251.91
SRAE_X000195200,0.76,4.29,9.74
SRAE_0000021900,2.50,86.50,267.55
SRAE_X000215600,21.22,1.91,2.12
SRAE_1000021800,0.53,8.40,30.31
SRAE_0000021800,4.34,92.26,212.19
SRAE_X000012800,12.33,4.78,5.44
SRAE_X000114600,51.93,97.23,105.19
SRAE_X000215500,5.15,1.42,4.97
SRAE_X000195100,9.05,6.34,8.68
SRAE_0000021700,17.95,54.88,42.98
SRAE_1000021700,4.19,6.64,32.61
SRAE_1000021600,7.43,2.57,3.19
SRAE_X000215400,13.64,4.41,5.80
SRAE_X000012700,24.57,42.56,67.99
SRAE_X000195000,2.71,0.89,4.70
SRAE_0000021600,3.86,22.81,29.62
SRAE_X000114500,1.99,5.92,24.06
SRAE_0000021610,1.54,0.23,1.19
SRAE_X000114400,4.62,4.27,8.56
SRAE_2000017900,7.58,9.88,9.72
SRAE_X000194900,20.96,0.49,2.31
SRAE_2000017800,19.79,75.55,147.75
SRAE_X000114300,21.04,37.26,53.31
SRAE_X000215300,16.28,13.80,24.22
SRAE_1000021500,11.24,0.89,1.58
SRAE_X000194800,2.33,7.53,18.61
SRAE_X000114200,15.78,13.21,14.88
SRAE_2000017700,20.95,38.37,40.00
SRAE_0000021500,10.81,28.68,50.08
SRAE_1000021400,5.21,0.35,0.86
SRAE_X000114100,20.64,6.13,9.10
SRAE_1000021300,62.12,52.03,197.81
SRAE_X000012600,69.63,109.89,131.57
SRAE_X000215200,52.96,37.57,64.76
SRAE_1000021200,52.44,34.38,208.35
SRAE_0000021400,6.02,4.75,4.07
SRAE_X000194700,13.21,4.80,21.67
SRAE_X000114000,12.38,29.66,46.03
SRAE_X000215100,62.67,49.84,84.99
SRAE_2000017600,11.69,4.41,5.80
SRAE_X000012500,41.15,25.65,29.15
SRAE_X000194600,17.61,5.44,24.18
SRAE_1000021100,9.00,10.75,69.49
SRAE_2000017500,5.58,3.68,3.45
SRAE_X000215000,10.03,0.99,5.68
SRAE_1000021000,2.48,0.82,10.82
SRAE_X000194500,19.37,37.28,57.67
SRAE_X000194400,9.32,44.17,41.28
SRAE_X000113900,7.13,4.09,2.87
SRAE_2000017400,18.70,74.58,87.65
SRAE_1000020900,183.18,449.21,2142.99
SRAE_0000021300,74.65,17.77,36.97
SRAE_X000194300,19.65,30.99,42.68
SRAE_1000020800,5.41,1.40,5.81
SRAE_X000194200,3.07,2.67,7.46
SRAE_1000020700,12.05,3.66,16.06
SRAE_X000113800,67.21,53.10,58.39
SRAE_1000020600,6.64,41.87,111.32
SRAE_0000021200,35.65,96.69,132.03
SRAE_X000012400,67.49,40.84,47.90
SRAE_X000113700,22.78,28.42,64.33
SRAE_X000214900,4.48,11.66,13.22
SRAE_0000021100,13.91,39.71,61.16
SRAE_X000113600,42.22,46.11,85.15
SRAE_X000012300,5.85,150.39,458.71
SRAE_X000214800,17.64,18.51,21.12
SRAE_X000113500,68.20,52.99,138.28
SRAE_X000194100,4.35,1.62,0.65
SRAE_X000113400,41.73,23.51,49.72
SRAE_1000020500,40.82,66.32,378.03
SRAE_2000017300,61.35,78.86,92.59
SRAE_X000012200,71.33,51.77,56.33
SRAE_0000021000,14.14,24.28,29.50
SRAE_X000214700,5.07,9.02,20.53
SRAE_X000194000,5.91,0.72,1.01
SRAE_1000020400,3.67,0.17,0.00
SRAE_X000113300,166.89,17.62,53.25
SRAE_0000020900,8.14,3.24,5.82
SRAE_X000012100,39.36,21.42,27.48
SRAE_2000017200,23.86,34.43,33.37
SRAE_X000214600,18.07,24.12,22.65
SRAE_X000113200,1.33,1.20,0.77
SRAE_0000020800,14.44,72.58,98.99
SRAE_1000020300,9.02,0.36,0.00
SRAE_1000020200,9.24,0.68,13.56
SRAE_X000193900,58.41,104.83,137.73
SRAE_X000113150,105.22,74.89,73.48
SRAE_0000020700,2.35,48.65,74.55
SRAE_2000017100,18.45,8.42,14.24
SRAE_X000113100,130.29,209.15,306.30
SRAE_X000193800,25.11,73.37,93.90
SRAE_0000020600,5.52,0.12,0.00
SRAE_1000020100,8.36,0.57,14.21
SRAE_0000020500,2.93,0.00,0.00
SRAE_X000193700,12.34,35.23,93.18
SRAE_X000113000,14.48,14.32,77.34
SRAE_2000017000,12.73,36.31,85.67
SRAE_1000020000,41.86,2.75,43.73
SRAE_X000214500,22.03,48.37,89.36
SRAE_1000019900,83.06,17.01,104.82
SRAE_0000020400,3.07,10.88,34.45
SRAE_X000012000,4.71,12.61,16.43
SRAE_2000016900,14.26,2.60,6.60
SRAE_1000019800,47.44,82.90,411.52
SRAE_X000193600,18.51,42.01,80.16
SRAE_X000214400,4.24,46.35,95.14
SRAE_1000019700,1.94,0.64,12.68
SRAE_X000214300,14.85,9.87,10.83
SRAE_0000020300,51.54,121.93,204.07
SRAE_X000231500,4.55,2.54,3.24
SRAE_0000020200,86.55,134.45,164.12
SRAE_X000214200,2.27,2.70,5.26
SRAE_1000019600,7.48,14.26,38.46
SRAE_2000016800,22.71,28.47,51.34
SRAE_X000193500,705.34,84.30,127.85
SRAE_1000019500,8.13,21.12,116.47
SRAE_2000016700,12.90,19.87,71.20
SRAE_X000112900,125.01,44.29,46.71
SRAE_X000214100,2.64,4.48,16.59
SRAE_1000019400,48.85,43.34,254.48
SRAE_X000011900,0.85,1.23,0.78
SRAE_0000020100,16.81,47.83,54.84
SRAE_X000112800,7.65,9.78,15.94
SRAE_X000214000,6.85,41.31,59.13
SRAE_0000020000,44.98,37.99,76.98
SRAE_0000019900,49.38,81.12,186.33
SRAE_X000193400,15.53,9.75,15.84
SRAE_1000019300,61.06,209.07,974.73
SRAE_X000213900,2.32,19.47,37.13
SRAE_2000016600,131.02,226.68,141.29
SRAE_X000231400,13.35,18.90,43.57
SRAE_X000112700,16.79,13.16,22.93
SRAE_2000016500,14.52,38.30,48.90
SRAE_0000019800,138.96,166.33,215.07
SRAE_X000011800,11.10,7.93,29.98
SRAE_X000213800,2.47,3.99,9.13
SRAE_2000016400,43.38,29.49,54.88
SRAE_X000112600,37.49,31.50,50.50
SRAE_1000019200,41.41,58.92,182.86
SRAE_X000011700,1.34,1.77,1.13
SRAE_0000019700,16.66,45.19,87.98
SRAE_2000016300,80.02,65.97,147.82
SRAE_X000112500,36.73,53.65,90.87
SRAE_X000213700,3.97,6.16,11.17
SRAE_1000019100,26.48,20.02,60.61
SRAE_1000019000,370.73,203.77,1127.47
SRAE_X000213600,19.95,13.96,24.51
SRAE_X000193300,38.69,53.27,63.27
SRAE_X000112400,7.01,4.47,12.10
SRAE_X000231300,20.99,28.50,32.09
SRAE_X000011600,3.60,1.80,3.61
SRAE_X000193200,29.45,25.49,47.90
SRAE_X000231200,21.39,19.22,33.58
SRAE_X000011500,2.41,0.00,0.00
SRAE_1000018900,35.60,1.56,17.41
SRAE_X000011400,1.17,0.26,0.00
SRAE_X000112300,4.58,8.35,11.99
SRAE_X000213500,29.46,11.05,12.84
SRAE_X000231100,26.43,39.28,56.51
SRAE_1000018800,25.04,1.57,7.78
SRAE_X000193100,15.86,10.09,17.71
SRAE_X000213400,4.67,3.72,5.60
SRAE_0000019600,124.18,47.86,66.46
SRAE_2000016200,30.57,86.19,105.26
SRAE_1000018700,23.86,2.81,12.22
SRAE_X000112200,3.80,1.85,3.14
SRAE_0000019500,16.44,32.77,63.28
SRAE_X000213300,11.72,0.90,7.36
SRAE_1000018600,3.12,17.83,45.40
SRAE_X000193000,10.88,2.59,2.64
SRAE_X000231000,43.53,30.66,64.81
SRAE_1000018500,6.76,1.37,43.13
SRAE_X000011300,0.29,1.03,0.00
SRAE_X000213200,6.73,31.69,20.98
SRAE_X000011200,6.56,0.00,0.00
SRAE_X000230900,13.34,28.53,41.74
SRAE_1000018400,7.62,29.89,186.46
SRAE_X000011100,1.44,1.63,5.71
SRAE_X000213100,11.78,73.07,87.00
SRAE_X000230800,52.31,118.96,128.82
SRAE_1000018300,10.83,44.21,215.64
SRAE_X000112100,6.29,1.28,2.24
SRAE_X000011000,16.31,0.00,0.00
SRAE_X000213000,29.94,71.16,90.57
SRAE_2000016100,34.42,76.12,128.00
SRAE_X000230700,9.17,6.75,9.80
SRAE_1000018200,4.52,0.60,23.68
SRAE_0000019400,7.68,19.47,24.55
SRAE_2000016000,22.70,56.17,107.17
SRAE_X000230600,0.86,0.38,4.41
SRAE_2000015900,2.54,17.76,60.02
SRAE_X000112000,6.21,0.28,0.00
SRAE_X000010900,4.52,0.74,2.61
SRAE_X000192900,30.61,17.22,29.46
SRAE_2000015800,32.77,161.42,351.91
SRAE_1000018100,9.90,3.50,7.90
SRAE_1000018000,69.25,65.03,196.90
SRAE_2000015700,13.40,18.54,19.12
SRAE_0000019300,30.68,119.51,78.14
SRAE_X000010800,11.66,10.66,26.17
SRAE_X000192800,19.58,43.88,48.14
SRAE_0000019200,1.92,7.84,20.24
SRAE_X000111900,15.99,11.29,14.10
SRAE_X000212900,5.13,16.47,27.68
SRAE_1000017900,26.54,79.77,425.45
SRAE_2000015600,19.36,8.17,14.28
SRAE_X000230500,155.31,77.57,202.41
SRAE_X000212800,1.82,1.20,5.90
SRAE_2000015500,1.59,11.90,22.58
SRAE_X000111800,9.68,15.77,31.24
SRAE_0000019100,17.58,18.22,35.11
SRAE_X000010700,3.59,5.13,2.47
SRAE_X000192700,15.86,17.47,15.26
