time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
12/5/2016 22:00,12/5/2016 23:00,0,0,0,9.311
12/5/2016 23:00,13/5/2016 00:00,0,0,0,8.723
13/5/2016 00:00,13/5/2016 01:00,0,0,0,8.247
13/5/2016 01:00,13/5/2016 02:00,0,0,0,7.83
13/5/2016 02:00,13/5/2016 03:00,0,0,0,7.499
13/5/2016 03:00,13/5/2016 04:00,0,0,0,7.317
13/5/2016 04:00,13/5/2016 05:00,0.001,0,0.006,7.218
13/5/2016 05:00,13/5/2016 06:00,0.034,0,0.049,7.604
13/5/2016 06:00,13/5/2016 07:00,0.132,0.05,0.106,8.92
13/5/2016 07:00,13/5/2016 08:00,0.315,0.257,0.101,10.724
13/5/2016 08:00,13/5/2016 09:00,0.482,0.462,0.099,12.566
13/5/2016 09:00,13/5/2016 10:00,0.613,0.639,0.101,14.016
13/5/2016 10:00,13/5/2016 11:00,0.703,0.775,0.102,15.117
13/5/2016 11:00,13/5/2016 12:00,0.745,0.841,0.104,15.861
13/5/2016 12:00,13/5/2016 13:00,0.741,0.834,0.107,16.185
13/5/2016 13:00,13/5/2016 14:00,0.702,0.775,0.106,16.164
13/5/2016 14:00,13/5/2016 15:00,0.62,0.657,0.102,15.801
13/5/2016 15:00,13/5/2016 16:00,0.501,0.497,0.097,15.088
13/5/2016 16:00,13/5/2016 17:00,0.325,0.269,0.106,13.962
13/5/2016 17:00,13/5/2016 18:00,0.146,0.059,0.114,12.397
13/5/2016 18:00,13/5/2016 19:00,0.039,0,0.056,10.625
13/5/2016 19:00,13/5/2016 20:00,0.001,0,0.008,8.947
13/5/2016 20:00,13/5/2016 21:00,0,0,0,7.654
13/5/2016 21:00,13/5/2016 22:00,0,0,0,6.849
13/5/2016 22:00,13/5/2016 23:00,0,0,0,6.296
13/5/2016 23:00,14/5/2016 00:00,0,0,0,5.828
14/5/2016 00:00,14/5/2016 01:00,0,0,0,5.499
14/5/2016 01:00,14/5/2016 02:00,0,0,0,5.082
14/5/2016 02:00,14/5/2016 03:00,0,0,0,4.65
14/5/2016 03:00,14/5/2016 04:00,0,0,0,4.001
14/5/2016 04:00,14/5/2016 05:00,0.002,0,0.008,3.49
14/5/2016 05:00,14/5/2016 06:00,0.037,0,0.053,4.143
14/5/2016 06:00,14/5/2016 07:00,0.16,0.111,0.071,5.563
14/5/2016 07:00,14/5/2016 08:00,0.353,0.323,0.07,6.918
14/5/2016 08:00,14/5/2016 09:00,0.525,0.527,0.074,8.14
14/5/2016 09:00,14/5/2016 10:00,0.662,0.71,0.077,9.289
14/5/2016 10:00,14/5/2016 11:00,0.748,0.834,0.082,10.331
14/5/2016 11:00,14/5/2016 12:00,0.787,0.896,0.086,11.233
14/5/2016 12:00,14/5/2016 13:00,0.783,0.892,0.088,11.931
14/5/2016 13:00,14/5/2016 14:00,0.739,0.827,0.087,12.405
14/5/2016 14:00,14/5/2016 15:00,0.645,0.691,0.087,12.601
14/5/2016 15:00,14/5/2016 16:00,0.517,0.521,0.084,12.594
14/5/2016 16:00,14/5/2016 17:00,0.344,0.308,0.085,12.281
14/5/2016 17:00,14/5/2016 18:00,0.166,0.112,0.082,11.698
14/5/2016 18:00,14/5/2016 19:00,0.044,0,0.062,10.637
14/5/2016 19:00,14/5/2016 20:00,0.005,0,0.013,8.575
14/5/2016 20:00,14/5/2016 21:00,0,0,0,7.366
14/5/2016 21:00,14/5/2016 22:00,0,0,0,6.666
14/5/2016 22:00,14/5/2016 23:00,0,0,0,5.824
14/5/2016 23:00,15/5/2016 00:00,0,0,0,5.171
15/5/2016 00:00,15/5/2016 01:00,0,0,0,4.559
15/5/2016 01:00,15/5/2016 02:00,0,0,0,3.948
15/5/2016 02:00,15/5/2016 03:00,0,0,0,3.416
15/5/2016 03:00,15/5/2016 04:00,0,0,0,3.094
15/5/2016 04:00,15/5/2016 05:00,0.002,0,0.009,3.031
15/5/2016 05:00,15/5/2016 06:00,0.042,0,0.058,4.861
15/5/2016 06:00,15/5/2016 07:00,0.147,0.072,0.097,6.352
15/5/2016 07:00,15/5/2016 08:00,0.302,0.23,0.109,8.74
15/5/2016 08:00,15/5/2016 09:00,0.488,0.465,0.098,10.309
15/5/2016 09:00,15/5/2016 10:00,0.638,0.672,0.091,11.506
15/5/2016 10:00,15/5/2016 11:00,0.728,0.807,0.092,12.486
15/5/2016 11:00,15/5/2016 12:00,0.77,0.873,0.095,13.277
15/5/2016 12:00,15/5/2016 13:00,0.767,0.871,0.097,13.903
15/5/2016 13:00,15/5/2016 14:00,0.722,0.805,0.097,14.351
15/5/2016 14:00,15/5/2016 15:00,0.633,0.674,0.097,14.616
15/5/2016 15:00,15/5/2016 16:00,0.468,0.433,0.117,14.54
15/5/2016 16:00,15/5/2016 17:00,0.297,0.213,0.129,14.23
15/5/2016 17:00,15/5/2016 18:00,0.138,0.048,0.117,13.633
15/5/2016 18:00,15/5/2016 19:00,0.047,0,0.065,12.563
15/5/2016 19:00,15/5/2016 20:00,0.004,0,0.012,10.792
15/5/2016 20:00,15/5/2016 21:00,0,0,0,9.697
15/5/2016 21:00,15/5/2016 22:00,0,0,0,8.804
15/5/2016 22:00,15/5/2016 23:00,0,0,0,7.765
15/5/2016 23:00,16/5/2016 00:00,0,0,0,6.806
16/5/2016 00:00,16/5/2016 01:00,0,0,0,6.108
16/5/2016 01:00,16/5/2016 02:00,0,0,0,5.634
16/5/2016 02:00,16/5/2016 03:00,0,0,0,5.26
16/5/2016 03:00,16/5/2016 04:00,0,0,0,4.864
16/5/2016 04:00,16/5/2016 05:00,0.002,0,0.009,5.055
16/5/2016 05:00,16/5/2016 06:00,0.038,0,0.054,5.762
16/5/2016 06:00,16/5/2016 07:00,0.142,0.066,0.098,7.004
16/5/2016 07:00,16/5/2016 08:00,0.346,0.312,0.077,9.03
16/5/2016 08:00,16/5/2016 09:00,0.508,0.507,0.081,10.66
16/5/2016 09:00,16/5/2016 10:00,0.624,0.655,0.092,11.905
16/5/2016 10:00,16/5/2016 11:00,0.71,0.778,0.096,12.976
16/5/2016 11:00,16/5/2016 12:00,0.754,0.85,0.097,13.845
16/5/2016 12:00,16/5/2016 13:00,0.755,0.856,0.097,14.481
16/5/2016 13:00,16/5/2016 14:00,0.724,0.816,0.091,14.944
16/5/2016 14:00,16/5/2016 15:00,0.641,0.698,0.087,15.147
16/5/2016 15:00,16/5/2016 16:00,0.517,0.534,0.081,15.134
16/5/2016 16:00,16/5/2016 17:00,0.356,0.339,0.075,14.888
16/5/2016 17:00,16/5/2016 18:00,0.177,0.142,0.067,14.369
16/5/2016 18:00,16/5/2016 19:00,0.037,0,0.054,13.102
16/5/2016 19:00,16/5/2016 20:00,0.006,0,0.016,10.406
16/5/2016 20:00,16/5/2016 21:00,0,0,0,9.079
16/5/2016 21:00,16/5/2016 22:00,0,0,0,8.237
16/5/2016 22:00,16/5/2016 23:00,0,0,0,7.239
16/5/2016 23:00,17/5/2016 00:00,0,0,0,6.297
17/5/2016 00:00,17/5/2016 01:00,0,0,0,5.455
17/5/2016 01:00,17/5/2016 02:00,0,0,0,4.789
17/5/2016 02:00,17/5/2016 03:00,0,0,0,4.272
17/5/2016 03:00,17/5/2016 04:00,0,0,0,3.912
17/5/2016 04:00,17/5/2016 05:00,0.003,0,0.011,3.903
17/5/2016 05:00,17/5/2016 06:00,0.042,0,0.058,5.712
17/5/2016 06:00,17/5/2016 07:00,0.162,0.1,0.086,7.55
17/5/2016 07:00,17/5/2016 08:00,0.309,0.239,0.111,9.966
17/5/2016 08:00,17/5/2016 09:00,0.443,0.377,0.133,11.561
17/5/2016 09:00,17/5/2016 10:00,0.532,0.468,0.158,12.794
17/5/2016 10:00,17/5/2016 11:00,0.635,0.62,0.151,13.944
17/5/2016 11:00,17/5/2016 12:00,0.697,0.726,0.139,14.877
17/5/2016 12:00,17/5/2016 13:00,0.727,0.792,0.123,15.59
17/5/2016 13:00,17/5/2016 14:00,0.681,0.721,0.127,15.99
17/5/2016 14:00,17/5/2016 15:00,0.513,0.433,0.179,15.828
17/5/2016 15:00,17/5/2016 16:00,0.358,0.221,0.196,15.379
17/5/2016 16:00,17/5/2016 17:00,0.267,0.142,0.167,14.82
17/5/2016 17:00,17/5/2016 18:00,0.104,0.015,0.113,13.789
17/5/2016 18:00,17/5/2016 19:00,0.04,0,0.057,12.759
17/5/2016 19:00,17/5/2016 20:00,0.005,0,0.014,11.669
17/5/2016 20:00,17/5/2016 21:00,0,0,0,10.881
17/5/2016 21:00,17/5/2016 22:00,0,0,0,10.484
17/5/2016 22:00,17/5/2016 23:00,0,0,0,10.08
17/5/2016 23:00,18/5/2016 00:00,0,0,0,9.672
18/5/2016 00:00,18/5/2016 01:00,0,0,0,9.275
18/5/2016 01:00,18/5/2016 02:00,0,0,0,9.026
18/5/2016 02:00,18/5/2016 03:00,0,0,0,9.015
18/5/2016 03:00,18/5/2016 04:00,0,0,0,9.169
18/5/2016 04:00,18/5/2016 05:00,0,0,0.004,9.394
18/5/2016 05:00,18/5/2016 06:00,0.016,0,0.029,9.688
18/5/2016 06:00,18/5/2016 07:00,0.045,0.001,0.061,9.941
18/5/2016 07:00,18/5/2016 08:00,0.076,0.003,0.093,9.978
18/5/2016 08:00,18/5/2016 09:00,0.113,0.005,0.131,9.919
18/5/2016 09:00,18/5/2016 10:00,0.165,0.01,0.181,10.157
18/5/2016 10:00,18/5/2016 11:00,0.22,0.02,0.232,10.752
18/5/2016 11:00,18/5/2016 12:00,0.345,0.071,0.323,11.776
18/5/2016 12:00,18/5/2016 13:00,0.411,0.129,0.345,12.707
18/5/2016 13:00,18/5/2016 14:00,0.377,0.108,0.326,13.199
18/5/2016 14:00,18/5/2016 15:00,0.293,0.057,0.279,13.256
18/5/2016 15:00,18/5/2016 16:00,0.223,0.031,0.226,13.05
18/5/2016 16:00,18/5/2016 17:00,0.137,0.011,0.152,12.558
18/5/2016 17:00,18/5/2016 18:00,0.088,0.005,0.105,11.904
18/5/2016 18:00,18/5/2016 19:00,0.036,0,0.053,10.961
18/5/2016 19:00,18/5/2016 20:00,0.003,0,0.01,9.895
18/5/2016 20:00,18/5/2016 21:00,0,0,0,9.129
18/5/2016 21:00,18/5/2016 22:00,0,0,0,8.541
18/5/2016 22:00,18/5/2016 23:00,0,0,0,7.951
18/5/2016 23:00,19/5/2016 00:00,0,0,0,7.438
19/5/2016 00:00,19/5/2016 01:00,0,0,0,7.077
19/5/2016 01:00,19/5/2016 02:00,0,0,0,6.831
19/5/2016 02:00,19/5/2016 03:00,0,0,0,6.717
19/5/2016 03:00,19/5/2016 04:00,0,0,0,6.644
19/5/2016 04:00,19/5/2016 05:00,0.001,0,0.008,6.613
19/5/2016 05:00,19/5/2016 06:00,0.04,0,0.056,7.073
19/5/2016 06:00,19/5/2016 07:00,0.115,0.018,0.12,8.068
19/5/2016 07:00,19/5/2016 08:00,0.214,0.063,0.18,9.453
19/5/2016 08:00,19/5/2016 09:00,0.322,0.14,0.226,10.99
19/5/2016 09:00,19/5/2016 10:00,0.439,0.256,0.252,12.55
19/5/2016 10:00,19/5/2016 11:00,0.437,0.219,0.29,13.61
19/5/2016 11:00,19/5/2016 12:00,0.49,0.276,0.302,14.51
19/5/2016 12:00,19/5/2016 13:00,0.476,0.254,0.307,15.064
19/5/2016 13:00,19/5/2016 14:00,0.429,0.203,0.3,15.261
19/5/2016 14:00,19/5/2016 15:00,0.384,0.178,0.269,15.218
19/5/2016 15:00,19/5/2016 16:00,0.412,0.288,0.193,15.255
19/5/2016 16:00,19/5/2016 17:00,0.317,0.217,0.15,14.905
19/5/2016 17:00,19/5/2016 18:00,0.128,0.022,0.132,13.844
19/5/2016 18:00,19/5/2016 19:00,0.022,0,0.037,12.598
19/5/2016 19:00,19/5/2016 20:00,0,0,0.005,11.796
19/5/2016 20:00,19/5/2016 21:00,0,0,0,11.534
19/5/2016 21:00,19/5/2016 22:00,0,0,0,11.576
19/5/2016 22:00,19/5/2016 23:00,0,0,0,11.562
19/5/2016 23:00,20/5/2016 00:00,0,0,0,11.436
20/5/2016 00:00,20/5/2016 01:00,0,0,0,11.235
20/5/2016 01:00,20/5/2016 02:00,0,0,0,11.021
20/5/2016 02:00,20/5/2016 03:00,0,0,0,10.628
20/5/2016 03:00,20/5/2016 04:00,0,0,0,10.412
20/5/2016 04:00,20/5/2016 05:00,0.001,0,0.007,10.253
20/5/2016 05:00,20/5/2016 06:00,0.022,0,0.036,10.415
20/5/2016 06:00,20/5/2016 07:00,0.113,0.018,0.119,11.07
20/5/2016 07:00,20/5/2016 08:00,0.288,0.181,0.148,12.181
20/5/2016 08:00,20/5/2016 09:00,0.457,0.393,0.139,13.282
20/5/2016 09:00,20/5/2016 10:00,0.563,0.516,0.157,14.231
20/5/2016 10:00,20/5/2016 11:00,0.545,0.414,0.237,14.783
20/5/2016 11:00,20/5/2016 12:00,0.392,0.15,0.307,14.735
20/5/2016 12:00,20/5/2016 13:00,0.378,0.131,0.308,14.807
20/5/2016 13:00,20/5/2016 14:00,0.478,0.284,0.281,15.308
20/5/2016 14:00,20/5/2016 15:00,0.506,0.394,0.209,15.748
20/5/2016 15:00,20/5/2016 16:00,0.436,0.348,0.166,15.847
20/5/2016 16:00,20/5/2016 17:00,0.308,0.208,0.15,15.563
20/5/2016 17:00,20/5/2016 18:00,0.133,0.027,0.134,14.665
20/5/2016 18:00,20/5/2016 19:00,0.026,0,0.041,13.219
20/5/2016 19:00,20/5/2016 20:00,0.001,0,0.008,11.873
20/5/2016 20:00,20/5/2016 21:00,0,0,0,10.915
20/5/2016 21:00,20/5/2016 22:00,0,0,0,10.378
20/5/2016 22:00,20/5/2016 23:00,0,0,0,10.249
20/5/2016 23:00,21/5/2016 00:00,0,0,0,10.645
21/5/2016 00:00,21/5/2016 01:00,0,0,0,11.101
21/5/2016 01:00,21/5/2016 02:00,0,0,0,11.252
21/5/2016 02:00,21/5/2016 03:00,0,0,0,11.245
21/5/2016 03:00,21/5/2016 04:00,0,0,0,11.065
21/5/2016 04:00,21/5/2016 05:00,0.003,0,0.011,10.864
21/5/2016 05:00,21/5/2016 06:00,0.038,0,0.055,11.114
21/5/2016 06:00,21/5/2016 07:00,0.11,0.011,0.122,11.771
21/5/2016 07:00,21/5/2016 08:00,0.196,0.039,0.189,12.616
21/5/2016 08:00,21/5/2016 09:00,0.245,0.047,0.235,13.29
21/5/2016 09:00,21/5/2016 10:00,0.233,0.029,0.24,13.487
21/5/2016 10:00,21/5/2016 11:00,0.222,0.021,0.236,13.37
21/5/2016 11:00,21/5/2016 12:00,0.244,0.024,0.258,13.274
21/5/2016 12:00,21/5/2016 13:00,0.215,0.017,0.232,13.146
21/5/2016 13:00,21/5/2016 14:00,0.204,0.015,0.222,13.226
21/5/2016 14:00,21/5/2016 15:00,0.186,0.014,0.203,13.352
21/5/2016 15:00,21/5/2016 16:00,0.2,0.022,0.211,13.577
21/5/2016 16:00,21/5/2016 17:00,0.163,0.018,0.174,13.558
21/5/2016 17:00,21/5/2016 18:00,0.106,0.008,0.123,13.281
21/5/2016 18:00,21/5/2016 19:00,0.042,0,0.059,12.68
21/5/2016 19:00,21/5/2016 20:00,0.002,0,0.01,11.878
21/5/2016 20:00,21/5/2016 21:00,0,0,0,11.265
21/5/2016 21:00,21/5/2016 22:00,0,0,0,10.645
21/5/2016 22:00,21/5/2016 23:00,0,0,0,10.168
21/5/2016 23:00,22/5/2016 00:00,0,0,0,9.74
22/5/2016 00:00,22/5/2016 01:00,0,0,0,9.3
22/5/2016 01:00,22/5/2016 02:00,0,0,0,9.272
22/5/2016 02:00,22/5/2016 03:00,0,0,0,9.184
22/5/2016 03:00,22/5/2016 04:00,0,0,0,8.639
22/5/2016 04:00,22/5/2016 05:00,0.003,0,0.01,8.168
22/5/2016 05:00,22/5/2016 06:00,0.051,0,0.069,9.021
22/5/2016 06:00,22/5/2016 07:00,0.16,0.068,0.118,10.107
22/5/2016 07:00,22/5/2016 08:00,0.308,0.215,0.136,11.446
22/5/2016 08:00,22/5/2016 09:00,0.454,0.377,0.149,12.662
22/5/2016 09:00,22/5/2016 10:00,0.552,0.483,0.173,13.777
22/5/2016 10:00,22/5/2016 11:00,0.576,0.465,0.226,14.537
22/5/2016 11:00,22/5/2016 12:00,0.469,0.242,0.309,14.734
22/5/2016 12:00,22/5/2016 13:00,0.386,0.132,0.317,14.781
22/5/2016 13:00,22/5/2016 14:00,0.416,0.173,0.314,15.091
22/5/2016 14:00,22/5/2016 15:00,0.335,0.104,0.285,14.958
22/5/2016 15:00,22/5/2016 16:00,0.205,0.029,0.21,14.458
22/5/2016 16:00,22/5/2016 17:00,0.103,0.006,0.121,13.806
22/5/2016 17:00,22/5/2016 18:00,0.071,0.003,0.089,13.217
22/5/2016 18:00,22/5/2016 19:00,0.034,0,0.051,12.374
22/5/2016 19:00,22/5/2016 20:00,0.005,0,0.013,11.218
22/5/2016 20:00,22/5/2016 21:00,0,0,0,10.411
22/5/2016 21:00,22/5/2016 22:00,0,0,0,10.038
22/5/2016 22:00,22/5/2016 23:00,0,0,0,9.471
22/5/2016 23:00,23/5/2016 00:00,0,0,0,8.776
23/5/2016 00:00,23/5/2016 01:00,0,0,0,8.082
23/5/2016 01:00,23/5/2016 02:00,0,0,0,7.407
23/5/2016 02:00,23/5/2016 03:00,0,0,0,6.77
23/5/2016 03:00,23/5/2016 04:00,0,0,0,6.318
23/5/2016 04:00,23/5/2016 05:00,0.006,0,0.015,6.243
23/5/2016 05:00,23/5/2016 06:00,0.049,0,0.066,7.131
23/5/2016 06:00,23/5/2016 07:00,0.175,0.123,0.078,8.801
23/5/2016 07:00,23/5/2016 08:00,0.355,0.325,0.079,11.015
23/5/2016 08:00,23/5/2016 09:00,0.514,0.516,0.087,12.634
23/5/2016 09:00,23/5/2016 10:00,0.627,0.658,0.1,13.719
23/5/2016 10:00,23/5/2016 11:00,0.695,0.748,0.113,14.59
23/5/2016 11:00,23/5/2016 12:00,0.724,0.785,0.124,15.209
23/5/2016 12:00,23/5/2016 13:00,0.703,0.741,0.139,15.578
23/5/2016 13:00,23/5/2016 14:00,0.631,0.613,0.161,15.69
23/5/2016 14:00,23/5/2016 15:00,0.508,0.417,0.187,15.582
23/5/2016 15:00,23/5/2016 16:00,0.4,0.284,0.183,15.412
23/5/2016 16:00,23/5/2016 17:00,0.258,0.126,0.174,14.97
23/5/2016 17:00,23/5/2016 18:00,0.12,0.021,0.125,14.217
23/5/2016 18:00,23/5/2016 19:00,0.047,0,0.066,13.185
23/5/2016 19:00,23/5/2016 20:00,0.007,0,0.018,11.6
23/5/2016 20:00,23/5/2016 21:00,0,0,0,10.232
23/5/2016 21:00,23/5/2016 22:00,0,0,0,9.351
23/5/2016 22:00,23/5/2016 23:00,0,0,0,8.395
23/5/2016 23:00,24/5/2016 00:00,0,0,0,7.447
24/5/2016 00:00,24/5/2016 01:00,0,0,0,6.577
24/5/2016 01:00,24/5/2016 02:00,0,0,0,5.809
24/5/2016 02:00,24/5/2016 03:00,0,0,0,5.104
24/5/2016 03:00,24/5/2016 04:00,0,0,0,4.505
24/5/2016 04:00,24/5/2016 05:00,0.007,0,0.016,4.615
24/5/2016 05:00,24/5/2016 06:00,0.039,0,0.055,6.183
24/5/2016 06:00,24/5/2016 07:00,0.18,0.145,0.061,7.841
24/5/2016 07:00,24/5/2016 08:00,0.363,0.343,0.067,10.064
24/5/2016 08:00,24/5/2016 09:00,0.525,0.538,0.075,11.647
24/5/2016 09:00,24/5/2016 10:00,0.647,0.701,0.083,12.888
24/5/2016 10:00,24/5/2016 11:00,0.728,0.819,0.088,13.94
24/5/2016 11:00,24/5/2016 12:00,0.766,0.88,0.092,14.756
24/5/2016 12:00,24/5/2016 13:00,0.761,0.872,0.095,15.258
24/5/2016 13:00,24/5/2016 14:00,0.712,0.792,0.099,15.409
24/5/2016 14:00,24/5/2016 15:00,0.612,0.637,0.107,15.221
24/5/2016 15:00,24/5/2016 16:00,0.475,0.445,0.114,14.739
24/5/2016 16:00,24/5/2016 17:00,0.326,0.267,0.109,14.05
24/5/2016 17:00,24/5/2016 18:00,0.173,0.107,0.097,13.103
24/5/2016 18:00,24/5/2016 19:00,0.054,0,0.073,11.803
24/5/2016 19:00,24/5/2016 20:00,0.011,0,0.023,10.02
24/5/2016 20:00,24/5/2016 21:00,0,0,0,8.356
24/5/2016 21:00,24/5/2016 22:00,0,0,0,7.304
24/5/2016 22:00,24/5/2016 23:00,0,0,0,6.628
24/5/2016 23:00,25/5/2016 00:00,0,0,0,6.153
25/5/2016 00:00,25/5/2016 01:00,0,0,0,5.865
25/5/2016 01:00,25/5/2016 02:00,0,0,0,5.723
25/5/2016 02:00,25/5/2016 03:00,0,0,0,5.871
25/5/2016 03:00,25/5/2016 04:00,0,0,0,6.02
25/5/2016 04:00,25/5/2016 05:00,0.002,0,0.01,6.226
25/5/2016 05:00,25/5/2016 06:00,0.035,0,0.051,6.828
25/5/2016 06:00,25/5/2016 07:00,0.105,0.009,0.117,7.703
25/5/2016 07:00,25/5/2016 08:00,0.18,0.027,0.178,8.485
25/5/2016 08:00,25/5/2016 09:00,0.249,0.049,0.232,9.202
25/5/2016 09:00,25/5/2016 10:00,0.334,0.092,0.285,9.917
25/5/2016 10:00,25/5/2016 11:00,0.437,0.178,0.322,10.693
25/5/2016 11:00,25/5/2016 12:00,0.426,0.153,0.335,11.169
25/5/2016 12:00,25/5/2016 13:00,0.421,0.144,0.339,11.553
25/5/2016 13:00,25/5/2016 14:00,0.387,0.119,0.324,11.769
25/5/2016 14:00,25/5/2016 15:00,0.318,0.075,0.288,11.755
25/5/2016 15:00,25/5/2016 16:00,0.234,0.037,0.231,11.567
25/5/2016 16:00,25/5/2016 17:00,0.149,0.014,0.162,11.199
25/5/2016 17:00,25/5/2016 18:00,0.088,0.005,0.105,10.725
25/5/2016 18:00,25/5/2016 19:00,0.029,0,0.044,10.101
25/5/2016 19:00,25/5/2016 20:00,0.003,0,0.011,9.361
25/5/2016 20:00,25/5/2016 21:00,0,0,0,8.705
25/5/2016 21:00,25/5/2016 22:00,0,0,0,8.279
25/5/2016 22:00,25/5/2016 23:00,0,0,0,7.732
25/5/2016 23:00,26/5/2016 00:00,0,0,0,7.258
26/5/2016 00:00,26/5/2016 01:00,0,0,0,6.765
26/5/2016 01:00,26/5/2016 02:00,0,0,0,6.31
26/5/2016 02:00,26/5/2016 03:00,0,0,0,6.09
26/5/2016 03:00,26/5/2016 04:00,0,0,0,6.003
26/5/2016 04:00,26/5/2016 05:00,0.006,0,0.016,6.289
26/5/2016 05:00,26/5/2016 06:00,0.048,0,0.066,7.4
26/5/2016 06:00,26/5/2016 07:00,0.145,0.055,0.114,8.793
26/5/2016 07:00,26/5/2016 08:00,0.306,0.228,0.119,10.457
26/5/2016 08:00,26/5/2016 09:00,0.456,0.407,0.121,11.834
26/5/2016 09:00,26/5/2016 10:00,0.601,0.608,0.111,13.024
26/5/2016 10:00,26/5/2016 11:00,0.702,0.765,0.104,14.157
26/5/2016 11:00,26/5/2016 12:00,0.748,0.842,0.103,15.151
26/5/2016 12:00,26/5/2016 13:00,0.757,0.866,0.099,15.993
26/5/2016 13:00,26/5/2016 14:00,0.715,0.806,0.097,16.6
26/5/2016 14:00,26/5/2016 15:00,0.633,0.688,0.094,16.953
26/5/2016 15:00,26/5/2016 16:00,0.511,0.524,0.09,17.013
26/5/2016 16:00,26/5/2016 17:00,0.355,0.332,0.085,16.783
26/5/2016 17:00,26/5/2016 18:00,0.183,0.138,0.079,16.288
26/5/2016 18:00,26/5/2016 19:00,0.046,0,0.065,15.369
26/5/2016 19:00,26/5/2016 20:00,0.014,0,0.026,12.774
26/5/2016 20:00,26/5/2016 21:00,0,0,0,10.639
26/5/2016 21:00,26/5/2016 22:00,0,0,0,9.869
26/5/2016 22:00,26/5/2016 23:00,0,0,0,9.085
26/5/2016 23:00,27/5/2016 00:00,0,0,0,8.289
27/5/2016 00:00,27/5/2016 01:00,0,0,0,7.515
27/5/2016 01:00,27/5/2016 02:00,0,0,0,7.004
27/5/2016 02:00,27/5/2016 03:00,0,0,0,6.7
27/5/2016 03:00,27/5/2016 04:00,0,0,0,6.514
27/5/2016 04:00,27/5/2016 05:00,0.008,0,0.018,6.765
27/5/2016 05:00,27/5/2016 06:00,0.052,0,0.069,7.758
27/5/2016 06:00,27/5/2016 07:00,0.168,0.101,0.094,9.404
27/5/2016 07:00,27/5/2016 08:00,0.323,0.262,0.106,11.484
27/5/2016 08:00,27/5/2016 09:00,0.464,0.422,0.119,13.299
27/5/2016 09:00,27/5/2016 10:00,0.581,0.572,0.126,14.628
27/5/2016 10:00,27/5/2016 11:00,0.667,0.7,0.126,15.7
27/5/2016 11:00,27/5/2016 12:00,0.718,0.786,0.122,16.579
27/5/2016 12:00,27/5/2016 13:00,0.727,0.809,0.118,17.258
27/5/2016 13:00,27/5/2016 14:00,0.682,0.74,0.119,17.697
27/5/2016 14:00,27/5/2016 15:00,0.594,0.608,0.122,17.868
27/5/2016 15:00,27/5/2016 16:00,0.461,0.421,0.13,17.772
27/5/2016 16:00,27/5/2016 17:00,0.296,0.202,0.146,17.395
27/5/2016 17:00,27/5/2016 18:00,0.141,0.039,0.131,16.707
27/5/2016 18:00,27/5/2016 19:00,0.055,0,0.075,15.649
27/5/2016 19:00,27/5/2016 20:00,0.01,0,0.021,13.873
27/5/2016 20:00,27/5/2016 21:00,0,0,0,12.448
27/5/2016 21:00,27/5/2016 22:00,0,0,0,11.635
27/5/2016 22:00,27/5/2016 23:00,0,0,0,10.771
27/5/2016 23:00,28/5/2016 00:00,0,0,0,9.994
28/5/2016 00:00,28/5/2016 01:00,0,0,0,9.252
28/5/2016 01:00,28/5/2016 02:00,0,0,0,8.551
28/5/2016 02:00,28/5/2016 03:00,0,0,0,8.003
28/5/2016 03:00,28/5/2016 04:00,0,0,0,7.597
28/5/2016 04:00,28/5/2016 05:00,0.008,0,0.018,7.555
28/5/2016 05:00,28/5/2016 06:00,0.054,0,0.072,8.348
28/5/2016 06:00,28/5/2016 07:00,0.161,0.073,0.114,9.744
28/5/2016 07:00,28/5/2016 08:00,0.306,0.218,0.13,11.418
28/5/2016 08:00,28/5/2016 09:00,0.453,0.391,0.136,13.117
28/5/2016 09:00,28/5/2016 10:00,0.576,0.554,0.138,14.625
28/5/2016 10:00,28/5/2016 11:00,0.663,0.683,0.137,15.872
28/5/2016 11:00,28/5/2016 12:00,0.715,0.771,0.134,16.778
28/5/2016 12:00,28/5/2016 13:00,0.689,0.716,0.151,17.279
28/5/2016 13:00,28/5/2016 14:00,0.617,0.589,0.174,17.481
28/5/2016 14:00,28/5/2016 15:00,0.512,0.423,0.193,17.392
28/5/2016 15:00,28/5/2016 16:00,0.381,0.247,0.201,17.176
28/5/2016 16:00,28/5/2016 17:00,0.256,0.116,0.184,16.834
28/5/2016 17:00,28/5/2016 18:00,0.123,0.021,0.13,16.181
28/5/2016 18:00,28/5/2016 19:00,0.056,0,0.077,15.179
28/5/2016 19:00,28/5/2016 20:00,0.013,0,0.025,13.376
28/5/2016 20:00,28/5/2016 21:00,0,0,0,11.613
28/5/2016 21:00,28/5/2016 22:00,0,0,0,10.44
28/5/2016 22:00,28/5/2016 23:00,0,0,0,9.237
28/5/2016 23:00,29/5/2016 00:00,0,0,0,8.193
29/5/2016 00:00,29/5/2016 01:00,0,0,0,7.379
29/5/2016 01:00,29/5/2016 02:00,0,0,0,6.761
29/5/2016 02:00,29/5/2016 03:00,0,0,0,6.312
29/5/2016 03:00,29/5/2016 04:00,0,0,0,5.892
29/5/2016 04:00,29/5/2016 05:00,0.01,0,0.021,5.934
29/5/2016 05:00,29/5/2016 06:00,0.048,0,0.065,6.876
