time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
3/1/2015 08:00,3/1/2015 08:00,0,0,0.002,2.271
3/1/2015 09:00,3/1/2015 09:00,0.009,0.001,0.019,2.659
3/1/2015 10:00,3/1/2015 10:00,0.018,0.001,0.029,3.263
3/1/2015 11:00,3/1/2015 11:00,0.023,0.002,0.035,3.83
3/1/2015 12:00,3/1/2015 12:00,0.025,0.002,0.037,4.127
3/1/2015 13:00,3/1/2015 13:00,0.015,0.001,0.025,3.876
3/1/2015 14:00,3/1/2015 14:00,0.008,0.001,0.018,3.174
3/1/2015 15:00,3/1/2015 15:00,0.002,0.001,0.008,2.259
3/1/2015 16:00,3/1/2015 16:00,0,0,0,1.37
3/1/2015 17:00,3/1/2015 17:00,0,0,0,1.245
3/1/2015 18:00,3/1/2015 18:00,0,0,0,1.503
3/1/2015 19:00,3/1/2015 19:00,0,0,0,1.551
3/1/2015 20:00,3/1/2015 20:00,0,0,0,1.444
3/1/2015 21:00,3/1/2015 21:00,0,0,0,1.261
3/1/2015 22:00,3/1/2015 22:00,0,0,0,1.14
3/1/2015 23:00,3/1/2015 23:00,0,0,0,1.07
4/1/2015 00:00,4/1/2015 00:00,0,0,0,0.579
4/1/2015 01:00,4/1/2015 01:00,0,0,0,0.239
4/1/2015 02:00,4/1/2015 02:00,0,0,0,-0.023
4/1/2015 03:00,4/1/2015 03:00,0,0,0,-0.378
4/1/2015 04:00,4/1/2015 04:00,0,0,0,-0.715
4/1/2015 05:00,4/1/2015 05:00,0,0,0,-0.949
4/1/2015 06:00,4/1/2015 06:00,0,0,0,-1.155
4/1/2015 07:00,4/1/2015 07:00,0,0,0,-1.338
4/1/2015 08:00,4/1/2015 08:00,0.012,0.012,0.011,-1.293
4/1/2015 09:00,4/1/2015 09:00,0.09,0.053,0.053,-0.762
4/1/2015 10:00,4/1/2015 10:00,0.209,0.143,0.085,0.095
4/1/2015 11:00,4/1/2015 11:00,0.407,0.36,0.082,1.168
4/1/2015 12:00,4/1/2015 12:00,0.441,0.407,0.075,1.965
4/1/2015 13:00,4/1/2015 13:00,0.36,0.319,0.072,2.323
4/1/2015 14:00,4/1/2015 14:00,0.199,0.161,0.059,2.095
4/1/2015 15:00,4/1/2015 15:00,0.029,0.024,0.019,0.409
4/1/2015 16:00,4/1/2015 16:00,0,0,0,-0.02
4/1/2015 17:00,4/1/2015 17:00,0,0,0,0.598
4/1/2015 18:00,4/1/2015 18:00,0,0,0,0.992
4/1/2015 19:00,4/1/2015 19:00,0,0,0,1.23
4/1/2015 20:00,4/1/2015 20:00,0,0,0,1.494
4/1/2015 21:00,4/1/2015 21:00,0,0,0,1.907
4/1/2015 22:00,4/1/2015 22:00,0,0,0,2.342
4/1/2015 23:00,4/1/2015 23:00,0,0,0,2.727
5/1/2015 00:00,5/1/2015 00:00,0,0,0,2.988
5/1/2015 01:00,5/1/2015 01:00,0,0,0,3.155
5/1/2015 02:00,5/1/2015 02:00,0,0,0,3.321
5/1/2015 03:00,5/1/2015 03:00,0,0,0,3.563
5/1/2015 04:00,5/1/2015 04:00,0,0,0,3.707
5/1/2015 05:00,5/1/2015 05:00,0,0,0,3.811
5/1/2015 06:00,5/1/2015 06:00,0,0,0,4.012
5/1/2015 07:00,5/1/2015 07:00,0,0,0,4.298
5/1/2015 08:00,5/1/2015 08:00,0,0.001,0.005,4.688
5/1/2015 09:00,5/1/2015 09:00,0.014,0.002,0.024,5.288
5/1/2015 10:00,5/1/2015 10:00,0.029,0.003,0.041,5.931
5/1/2015 11:00,5/1/2015 11:00,0.047,0.005,0.058,6.556
5/1/2015 12:00,5/1/2015 12:00,0.064,0.009,0.073,7.173
5/1/2015 13:00,5/1/2015 13:00,0.053,0.008,0.063,7.471
5/1/2015 14:00,5/1/2015 14:00,0.022,0.003,0.033,7.306
5/1/2015 15:00,5/1/2015 15:00,0.002,0.001,0.007,6.833
5/1/2015 16:00,5/1/2015 16:00,0,0,0,6.495
5/1/2015 17:00,5/1/2015 17:00,0,0,0,6.349
5/1/2015 18:00,5/1/2015 18:00,0,0,0,6.3
5/1/2015 19:00,5/1/2015 19:00,0,0,0,6.234
5/1/2015 20:00,5/1/2015 20:00,0,0,0,6.313
5/1/2015 21:00,5/1/2015 21:00,0,0,0,6.295
5/1/2015 22:00,5/1/2015 22:00,0,0,0,6.229
5/1/2015 23:00,5/1/2015 23:00,0,0,0,6.26
6/1/2015 00:00,6/1/2015 00:00,0,0,0,6.24
6/1/2015 01:00,6/1/2015 01:00,0,0,0,6.264
6/1/2015 02:00,6/1/2015 02:00,0,0,0,6.314
6/1/2015 03:00,6/1/2015 03:00,0,0,0,6.329
6/1/2015 04:00,6/1/2015 04:00,0,0,0,6.396
6/1/2015 05:00,6/1/2015 05:00,0,0,0,6.484
6/1/2015 06:00,6/1/2015 06:00,0,0,0,6.622
6/1/2015 07:00,6/1/2015 07:00,0,0,0,6.853
6/1/2015 08:00,6/1/2015 08:00,0.001,0.001,0.006,7.119
6/1/2015 09:00,6/1/2015 09:00,0.032,0.008,0.039,7.634
6/1/2015 10:00,6/1/2015 10:00,0.061,0.014,0.066,8.222
6/1/2015 11:00,6/1/2015 11:00,0.084,0.02,0.084,8.191
6/1/2015 12:00,6/1/2015 12:00,0.093,0.026,0.088,7.348
6/1/2015 13:00,6/1/2015 13:00,0.154,0.08,0.097,6.431
6/1/2015 14:00,6/1/2015 14:00,0.133,0.087,0.067,5.686
6/1/2015 15:00,6/1/2015 15:00,0.036,0.03,0.022,4.46
6/1/2015 16:00,6/1/2015 16:00,0,0,0,2.782
6/1/2015 17:00,6/1/2015 17:00,0,0,0,2.021
6/1/2015 18:00,6/1/2015 18:00,0,0,0,1.194
6/1/2015 19:00,6/1/2015 19:00,0,0,0,0.987
6/1/2015 20:00,6/1/2015 20:00,0,0,0,0.842
6/1/2015 21:00,6/1/2015 21:00,0,0,0,0.915
6/1/2015 22:00,6/1/2015 22:00,0,0,0,1.464
6/1/2015 23:00,6/1/2015 23:00,0,0,0,1.679
7/1/2015 00:00,7/1/2015 00:00,0,0,0,1.42
7/1/2015 01:00,7/1/2015 01:00,0,0,0,1.571
7/1/2015 02:00,7/1/2015 02:00,0,0,0,1.549
7/1/2015 03:00,7/1/2015 03:00,0,0,0,1.714
7/1/2015 04:00,7/1/2015 04:00,0,0,0,2.026
7/1/2015 05:00,7/1/2015 05:00,0,0,0,2.149
7/1/2015 06:00,7/1/2015 06:00,0,0,0,2.319
7/1/2015 07:00,7/1/2015 07:00,0,0,0,2.401
7/1/2015 08:00,7/1/2015 08:00,0.002,0.001,0.007,2.721
7/1/2015 09:00,7/1/2015 09:00,0.028,0.006,0.037,3.642
7/1/2015 10:00,7/1/2015 10:00,0.064,0.013,0.069,4.744
7/1/2015 11:00,7/1/2015 11:00,0.062,0.009,0.071,5.727
7/1/2015 12:00,7/1/2015 12:00,0.039,0.004,0.052,6.285
7/1/2015 13:00,7/1/2015 13:00,0.027,0.003,0.039,6.512
7/1/2015 14:00,7/1/2015 14:00,0.026,0.004,0.036,6.658
7/1/2015 15:00,7/1/2015 15:00,0.008,0.004,0.015,6.645
7/1/2015 16:00,7/1/2015 16:00,0,0,0,6.602
7/1/2015 17:00,7/1/2015 17:00,0,0,0,6.818
7/1/2015 18:00,7/1/2015 18:00,0,0,0,7.132
7/1/2015 19:00,7/1/2015 19:00,0,0,0,7.4
7/1/2015 20:00,7/1/2015 20:00,0,0,0,7.614
7/1/2015 21:00,7/1/2015 21:00,0,0,0,7.841
7/1/2015 22:00,7/1/2015 22:00,0,0,0,8.157
7/1/2015 23:00,7/1/2015 23:00,0,0,0,8.534
8/1/2015 00:00,8/1/2015 00:00,0,0,0,8.907
8/1/2015 01:00,8/1/2015 01:00,0,0,0,9.227
8/1/2015 02:00,8/1/2015 02:00,0,0,0,9.32
8/1/2015 03:00,8/1/2015 03:00,0,0,0,9.099
8/1/2015 04:00,8/1/2015 04:00,0,0,0,8.466
8/1/2015 05:00,8/1/2015 05:00,0,0,0,7.862
8/1/2015 06:00,8/1/2015 06:00,0,0,0,7.501
8/1/2015 07:00,8/1/2015 07:00,0,0,0,7.187
8/1/2015 08:00,8/1/2015 08:00,0,0.001,0.005,6.991
8/1/2015 09:00,8/1/2015 09:00,0.012,0.002,0.021,6.985
8/1/2015 10:00,8/1/2015 10:00,0.039,0.006,0.049,6.828
8/1/2015 11:00,8/1/2015 11:00,0.053,0.008,0.062,6.798
8/1/2015 12:00,8/1/2015 12:00,0.149,0.061,0.111,7.307
8/1/2015 13:00,8/1/2015 13:00,0.174,0.099,0.099,7.6
8/1/2015 14:00,8/1/2015 14:00,0.138,0.092,0.069,7.315
8/1/2015 15:00,8/1/2015 15:00,0.038,0.03,0.024,6.131
8/1/2015 16:00,8/1/2015 16:00,0,0,0,4.518
8/1/2015 17:00,8/1/2015 17:00,0,0,0,4.235
8/1/2015 18:00,8/1/2015 18:00,0,0,0,4.414
8/1/2015 19:00,8/1/2015 19:00,0,0,0,4.522
8/1/2015 20:00,8/1/2015 20:00,0,0,0,4.6
8/1/2015 21:00,8/1/2015 21:00,0,0,0,4.676
8/1/2015 22:00,8/1/2015 22:00,0,0,0,4.812
8/1/2015 23:00,8/1/2015 23:00,0,0,0,5.06
9/1/2015 00:00,9/1/2015 00:00,0,0,0,5.543
9/1/2015 01:00,9/1/2015 01:00,0,0,0,6.325
9/1/2015 02:00,9/1/2015 02:00,0,0,0,7.078
9/1/2015 03:00,9/1/2015 03:00,0,0,0,7.734
9/1/2015 04:00,9/1/2015 04:00,0,0,0,8.307
9/1/2015 05:00,9/1/2015 05:00,0,0,0,8.685
9/1/2015 06:00,9/1/2015 06:00,0,0,0,8.902
9/1/2015 07:00,9/1/2015 07:00,0,0,0,8.921
9/1/2015 08:00,9/1/2015 08:00,0.01,0.008,0.013,8.773
9/1/2015 09:00,9/1/2015 09:00,0.074,0.036,0.058,8.832
9/1/2015 10:00,9/1/2015 10:00,0.136,0.064,0.095,9.116
9/1/2015 11:00,9/1/2015 11:00,0.083,0.019,0.084,9.329
9/1/2015 12:00,9/1/2015 12:00,0.063,0.012,0.07,9.451
9/1/2015 13:00,9/1/2015 13:00,0.193,0.115,0.106,9.976
9/1/2015 14:00,9/1/2015 14:00,0.057,0.02,0.056,10.149
9/1/2015 15:00,9/1/2015 15:00,0.003,0.001,0.009,10.409
9/1/2015 16:00,9/1/2015 16:00,0,0,0,11.1
9/1/2015 17:00,9/1/2015 17:00,0,0,0,11.78
9/1/2015 18:00,9/1/2015 18:00,0,0,0,12.006
9/1/2015 19:00,9/1/2015 19:00,0,0,0,11.945
9/1/2015 20:00,9/1/2015 20:00,0,0,0,11.794
9/1/2015 21:00,9/1/2015 21:00,0,0,0,11.566
9/1/2015 22:00,9/1/2015 22:00,0,0,0,11.284
9/1/2015 23:00,9/1/2015 23:00,0,0,0,11.042
10/1/2015 00:00,10/1/2015 00:00,0,0,0,10.894
10/1/2015 01:00,10/1/2015 01:00,0,0,0,10.773
10/1/2015 02:00,10/1/2015 02:00,0,0,0,10.65
10/1/2015 03:00,10/1/2015 03:00,0,0,0,10.564
10/1/2015 04:00,10/1/2015 04:00,0,0,0,10.564
10/1/2015 05:00,10/1/2015 05:00,0,0,0,10.717
10/1/2015 06:00,10/1/2015 06:00,0,0,0,10.899
10/1/2015 07:00,10/1/2015 07:00,0,0,0,11.054
10/1/2015 08:00,10/1/2015 08:00,0,0.001,0.004,11.163
10/1/2015 09:00,10/1/2015 09:00,0.04,0.014,0.043,9.801
10/1/2015 10:00,10/1/2015 10:00,0.188,0.119,0.095,8.11
10/1/2015 11:00,10/1/2015 11:00,0.236,0.158,0.107,7.633
10/1/2015 12:00,10/1/2015 12:00,0.337,0.275,0.099,6.735
10/1/2015 13:00,10/1/2015 13:00,0.35,0.308,0.08,5.9
10/1/2015 14:00,10/1/2015 14:00,0.217,0.179,0.063,5.339
10/1/2015 15:00,10/1/2015 15:00,0.041,0.033,0.024,4.411
10/1/2015 16:00,10/1/2015 16:00,0,0,0,3.375
10/1/2015 17:00,10/1/2015 17:00,0,0,0,2.72
10/1/2015 18:00,10/1/2015 18:00,0,0,0,2.136
10/1/2015 19:00,10/1/2015 19:00,0,0,0,1.76
10/1/2015 20:00,10/1/2015 20:00,0,0,0,1.611
10/1/2015 21:00,10/1/2015 21:00,0,0,0,1.543
10/1/2015 22:00,10/1/2015 22:00,0,0,0,1.489
10/1/2015 23:00,10/1/2015 23:00,0,0,0,1.546
11/1/2015 00:00,11/1/2015 00:00,0,0,0,1.657
11/1/2015 01:00,11/1/2015 01:00,0,0,0,1.805
11/1/2015 02:00,11/1/2015 02:00,0,0,0,1.928
11/1/2015 03:00,11/1/2015 03:00,0,0,0,1.938
11/1/2015 04:00,11/1/2015 04:00,0,0,0,1.806
11/1/2015 05:00,11/1/2015 05:00,0,0,0,1.642
11/1/2015 06:00,11/1/2015 06:00,0,0,0,1.487
11/1/2015 07:00,11/1/2015 07:00,0,0,0,1.336
11/1/2015 08:00,11/1/2015 08:00,0.032,0.028,0.018,1.387
11/1/2015 09:00,11/1/2015 09:00,0.184,0.139,0.065,2.299
11/1/2015 10:00,11/1/2015 10:00,0.189,0.114,0.097,3.534
11/1/2015 11:00,11/1/2015 11:00,0.173,0.082,0.113,4.627
11/1/2015 12:00,11/1/2015 12:00,0.097,0.025,0.092,5.179
11/1/2015 13:00,11/1/2015 13:00,0.054,0.009,0.061,5.263
11/1/2015 14:00,11/1/2015 14:00,0.032,0.007,0.041,5.28
11/1/2015 15:00,11/1/2015 15:00,0.01,0.004,0.016,5.201
11/1/2015 16:00,11/1/2015 16:00,0,0,0,5.079
11/1/2015 17:00,11/1/2015 17:00,0,0,0,5.183
11/1/2015 18:00,11/1/2015 18:00,0,0,0,5.318
11/1/2015 19:00,11/1/2015 19:00,0,0,0,5.421
11/1/2015 20:00,11/1/2015 20:00,0,0,0,5.512
11/1/2015 21:00,11/1/2015 21:00,0,0,0,5.64
11/1/2015 22:00,11/1/2015 22:00,0,0,0,5.83
11/1/2015 23:00,11/1/2015 23:00,0,0,0,5.967
12/1/2015 00:00,12/1/2015 00:00,0,0,0,6.034
12/1/2015 01:00,12/1/2015 01:00,0,0,0,6.127
12/1/2015 02:00,12/1/2015 02:00,0,0,0,6.286
12/1/2015 03:00,12/1/2015 03:00,0,0,0,6.416
12/1/2015 04:00,12/1/2015 04:00,0,0,0,6.539
12/1/2015 05:00,12/1/2015 05:00,0,0,0,6.794
12/1/2015 06:00,12/1/2015 06:00,0,0,0,7.14
12/1/2015 07:00,12/1/2015 07:00,0,0,0,7.5
12/1/2015 08:00,12/1/2015 08:00,0,0,0.004,7.876
12/1/2015 09:00,12/1/2015 09:00,0.008,0.001,0.017,8.364
12/1/2015 10:00,12/1/2015 10:00,0.034,0.003,0.047,8.929
12/1/2015 11:00,12/1/2015 11:00,0.058,0.007,0.07,9.414
12/1/2015 12:00,12/1/2015 12:00,0.054,0.006,0.066,9.633
12/1/2015 13:00,12/1/2015 13:00,0.033,0.003,0.046,9.616
12/1/2015 14:00,12/1/2015 14:00,0.013,0.001,0.024,9.367
12/1/2015 15:00,12/1/2015 15:00,0.001,0,0.006,8.988
12/1/2015 16:00,12/1/2015 16:00,0,0,0,8.626
12/1/2015 17:00,12/1/2015 17:00,0,0,0,8.393
12/1/2015 18:00,12/1/2015 18:00,0,0,0,8.342
12/1/2015 19:00,12/1/2015 19:00,0,0,0,8.425
12/1/2015 20:00,12/1/2015 20:00,0,0,0,8.662
12/1/2015 21:00,12/1/2015 21:00,0,0,0,8.967
12/1/2015 22:00,12/1/2015 22:00,0,0,0,9.134
12/1/2015 23:00,12/1/2015 23:00,0,0,0,8.801
13/1/2015 00:00,13/1/2015 00:00,0,0,0,7.645
13/1/2015 01:00,13/1/2015 01:00,0,0,0,6.375
13/1/2015 02:00,13/1/2015 02:00,0,0,0,5.76
13/1/2015 03:00,13/1/2015 03:00,0,0,0,5.645
13/1/2015 04:00,13/1/2015 04:00,0,0,0,5.635
13/1/2015 05:00,13/1/2015 05:00,0,0,0,5.59
13/1/2015 06:00,13/1/2015 06:00,0,0,0,5.504
13/1/2015 07:00,13/1/2015 07:00,0,0,0,5.222
13/1/2015 08:00,13/1/2015 08:00,0.006,0.004,0.011,4.847
13/1/2015 09:00,13/1/2015 09:00,0.059,0.022,0.055,5.21
13/1/2015 10:00,13/1/2015 10:00,0.119,0.047,0.093,5.541
13/1/2015 11:00,13/1/2015 11:00,0.148,0.058,0.111,5.698
13/1/2015 12:00,13/1/2015 12:00,0.139,0.052,0.109,5.774
13/1/2015 13:00,13/1/2015 13:00,0.143,0.063,0.102,5.772
13/1/2015 14:00,13/1/2015 14:00,0.066,0.023,0.061,5.352
13/1/2015 15:00,13/1/2015 15:00,0.012,0.005,0.018,4.66
13/1/2015 16:00,13/1/2015 16:00,0,0,0,4.131
13/1/2015 17:00,13/1/2015 17:00,0,0,0,3.782
13/1/2015 18:00,13/1/2015 18:00,0,0,0,3.167
13/1/2015 19:00,13/1/2015 19:00,0,0,0,2.505
13/1/2015 20:00,13/1/2015 20:00,0,0,0,2.047
13/1/2015 21:00,13/1/2015 21:00,0,0,0,1.827
13/1/2015 22:00,13/1/2015 22:00,0,0,0,1.659
13/1/2015 23:00,13/1/2015 23:00,0,0,0,1.633
14/1/2015 00:00,14/1/2015 00:00,0,0,0,1.76
14/1/2015 01:00,14/1/2015 01:00,0,0,0,1.788
14/1/2015 02:00,14/1/2015 02:00,0,0,0,1.611
14/1/2015 03:00,14/1/2015 03:00,0,0,0,1.318
14/1/2015 04:00,14/1/2015 04:00,0,0,0,1.142
14/1/2015 05:00,14/1/2015 05:00,0,0,0,1.157
14/1/2015 06:00,14/1/2015 06:00,0,0,0,1.009
14/1/2015 07:00,14/1/2015 07:00,0,0,0,0.982
14/1/2015 08:00,14/1/2015 08:00,0.008,0.006,0.012,0.995
14/1/2015 09:00,14/1/2015 09:00,0.094,0.049,0.063,1.393
14/1/2015 10:00,14/1/2015 10:00,0.288,0.221,0.092,2.385
14/1/2015 11:00,14/1/2015 11:00,0.437,0.393,0.088,3.423
14/1/2015 12:00,14/1/2015 12:00,0.478,0.451,0.079,4.094
14/1/2015 13:00,14/1/2015 13:00,0.397,0.357,0.08,4.393
14/1/2015 14:00,14/1/2015 14:00,0.096,0.048,0.068,4.216
14/1/2015 15:00,14/1/2015 15:00,0.007,0.003,0.014,3.886
14/1/2015 16:00,14/1/2015 16:00,0,0,0,3.753
14/1/2015 17:00,14/1/2015 17:00,0,0,0,4.117
14/1/2015 18:00,14/1/2015 18:00,0,0,0,5.093
14/1/2015 19:00,14/1/2015 19:00,0,0,0,5.963
14/1/2015 20:00,14/1/2015 20:00,0,0,0,6.613
14/1/2015 21:00,14/1/2015 21:00,0,0,0,7.017
14/1/2015 22:00,14/1/2015 22:00,0,0,0,7.321
14/1/2015 23:00,14/1/2015 23:00,0,0,0,7.851
15/1/2015 00:00,15/1/2015 00:00,0,0,0,8.54
15/1/2015 01:00,15/1/2015 01:00,0,0,0,9.166
15/1/2015 02:00,15/1/2015 02:00,0,0,0,9.393
15/1/2015 03:00,15/1/2015 03:00,0,0,0,8.711
15/1/2015 04:00,15/1/2015 04:00,0,0,0,6.923
15/1/2015 05:00,15/1/2015 05:00,0,0,0,5.407
15/1/2015 06:00,15/1/2015 06:00,0,0,0,4.787
15/1/2015 07:00,15/1/2015 07:00,0,0,0,4.5
15/1/2015 08:00,15/1/2015 08:00,0.027,0.021,0.02,4.388
15/1/2015 09:00,15/1/2015 09:00,0.108,0.06,0.068,4.962
15/1/2015 10:00,15/1/2015 10:00,0.155,0.077,0.1,5.776
15/1/2015 11:00,15/1/2015 11:00,0.158,0.066,0.114,6.374
15/1/2015 12:00,15/1/2015 12:00,0.136,0.048,0.11,6.41
15/1/2015 13:00,15/1/2015 13:00,0.09,0.024,0.085,5.963
15/1/2015 14:00,15/1/2015 14:00,0.047,0.011,0.052,5.265
15/1/2015 15:00,15/1/2015 15:00,0.019,0.008,0.023,4.431
15/1/2015 16:00,15/1/2015 16:00,0,0,0,3.704
15/1/2015 17:00,15/1/2015 17:00,0,0,0,3.325
15/1/2015 18:00,15/1/2015 18:00,0,0,0,3.08
15/1/2015 19:00,15/1/2015 19:00,0,0,0,2.927
15/1/2015 20:00,15/1/2015 20:00,0,0,0,2.844
15/1/2015 21:00,15/1/2015 21:00,0,0,0,2.797
15/1/2015 22:00,15/1/2015 22:00,0,0,0,2.834
15/1/2015 23:00,15/1/2015 23:00,0,0,0,2.869
16/1/2015 00:00,16/1/2015 00:00,0,0,0,2.941
16/1/2015 01:00,16/1/2015 01:00,0,0,0,3.021
16/1/2015 02:00,16/1/2015 02:00,0,0,0,2.907
16/1/2015 03:00,16/1/2015 03:00,0,0,0,2.577
16/1/2015 04:00,16/1/2015 04:00,0,0,0,2.222
16/1/2015 05:00,16/1/2015 05:00,0,0,0,2.085
16/1/2015 06:00,16/1/2015 06:00,0,0,0,1.965
16/1/2015 07:00,16/1/2015 07:00,0,0,0,1.948
16/1/2015 08:00,16/1/2015 08:00,0.005,0.003,0.011,2.04
16/1/2015 09:00,16/1/2015 09:00,0.037,0.009,0.043,2.419
16/1/2015 10:00,16/1/2015 10:00,0.119,0.046,0.092,3.15
16/1/2015 11:00,16/1/2015 11:00,0.284,0.194,0.118,4.143
16/1/2015 12:00,16/1/2015 12:00,0.32,0.24,0.112,4.939
16/1/2015 13:00,16/1/2015 13:00,0.291,0.223,0.098,5.217
16/1/2015 14:00,16/1/2015 14:00,0.177,0.124,0.075,4.783
16/1/2015 15:00,16/1/2015 15:00,0.034,0.021,0.028,3.226
16/1/2015 16:00,16/1/2015 16:00,0,0,0,1.919
16/1/2015 17:00,16/1/2015 17:00,0,0,0,1.363
16/1/2015 18:00,16/1/2015 18:00,0,0,0,0.348
16/1/2015 19:00,16/1/2015 19:00,0,0,0,-0.812
16/1/2015 20:00,16/1/2015 20:00,0,0,0,-1.658
16/1/2015 21:00,16/1/2015 21:00,0,0,0,-2.206
16/1/2015 22:00,16/1/2015 22:00,0,0,0,-2.635
16/1/2015 23:00,16/1/2015 23:00,0,0,0,-2.885
17/1/2015 00:00,17/1/2015 00:00,0,0,0,-2.835
17/1/2015 01:00,17/1/2015 01:00,0,0,0,-2.65
17/1/2015 02:00,17/1/2015 02:00,0,0,0,-2.458
17/1/2015 03:00,17/1/2015 03:00,0,0,0,-2.292
17/1/2015 04:00,17/1/2015 04:00,0,0,0,-2.035
17/1/2015 05:00,17/1/2015 05:00,0,0,0,-1.711
17/1/2015 06:00,17/1/2015 06:00,0,0,0,-1.197
17/1/2015 07:00,17/1/2015 07:00,0,0,0,-0.393
17/1/2015 08:00,17/1/2015 08:00,0.006,0.003,0.012,0.214
17/1/2015 09:00,17/1/2015 09:00,0.028,0.005,0.037,0.857
17/1/2015 10:00,17/1/2015 10:00,0.065,0.011,0.071,1.735
17/1/2015 11:00,17/1/2015 11:00,0.1,0.021,0.097,2.596
17/1/2015 12:00,17/1/2015 12:00,0.115,0.029,0.105,3.211
17/1/2015 13:00,17/1/2015 13:00,0.12,0.038,0.101,3.553
17/1/2015 14:00,17/1/2015 14:00,0.062,0.017,0.062,3.461
17/1/2015 15:00,17/1/2015 15:00,0.012,0.004,0.02,2.857
17/1/2015 16:00,17/1/2015 16:00,0,0,0,2.128
17/1/2015 17:00,17/1/2015 17:00,0,0,0,1.947
17/1/2015 18:00,17/1/2015 18:00,0,0,0,1.861
17/1/2015 19:00,17/1/2015 19:00,0,0,0,1.869
17/1/2015 20:00,17/1/2015 20:00,0,0,0,1.843
17/1/2015 21:00,17/1/2015 21:00,0,0,0,1.777
17/1/2015 22:00,17/1/2015 22:00,0,0,0,1.694
17/1/2015 23:00,17/1/2015 23:00,0,0,0,1.641
18/1/2015 00:00,18/1/2015 00:00,0,0,0,1.602
